+-----------+------------+------------+---------+-----------+
|  # Epoch  | Train_loss | Model_loss | DA_loss | Lambda_DA |
|  epoch 61 |   1.0469   |   0.1081   |  0.9388 |   1.0000  |
|  epoch 62 |   1.2085   |   0.1094   |  1.0990 |   1.0000  |
|  epoch 63 |   1.1165   |   0.1278   |  0.9887 |   1.0000  |
|  epoch 64 |   1.0079   |   0.1271   |  0.8807 |   1.0000  |
|  epoch 65 |   1.0173   |   0.1310   |  0.8863 |   1.0000  |
|  epoch 66 |   1.0367   |   0.1469   |  0.8899 |   1.0000  |
|  epoch 67 |   0.9470   |   0.1305   |  0.8165 |   1.0000  |
|  epoch 68 |   1.1208   |   0.1432   |  0.9776 |   1.0000  |
|  epoch 69 |   1.5267   |   0.1562   |  1.3705 |   1.0000  |
|  epoch 70 |   1.4387   |   0.1509   |  1.2878 |   1.0000  |
|  epoch 71 |   1.3048   |   0.1480   |  1.1568 |   1.0000  |
|  epoch 72 |   1.3247   |   0.1768   |  1.1479 |   1.0000  |
|  epoch 73 |   1.3584   |   0.1641   |  1.1943 |   1.0000  |
|  epoch 74 |   1.4216   |   0.1853   |  1.2362 |   1.0000  |
|  epoch 75 |   1.3761   |   0.1762   |  1.1999 |   1.0000  |
|  epoch 76 |   1.3659   |   0.1937   |  1.1722 |   1.0000  |
|  epoch 77 |   1.1605   |   0.1547   |  1.0058 |   1.0000  |
|  epoch 78 |   1.2096   |   0.1751   |  1.0345 |   1.0000  |
|  epoch 79 |   1.2940   |   0.1821   |  1.1120 |   1.0000  |
|  epoch 80 |   1.3525   |   0.1961   |  1.1564 |   1.0000  |
|  epoch 81 |   1.4035   |   0.2020   |  1.2014 |   1.0000  |
|  epoch 82 |   1.2956   |   0.1774   |  1.1182 |   1.0000  |
|  epoch 83 |   1.3606   |   0.2089   |  1.1517 |   1.0000  |
|  epoch 84 |   1.1388   |   0.1759   |  0.9629 |   1.0000  |
|  epoch 85 |   1.0896   |   0.1716   |  0.9179 |   1.0000  |
|  epoch 86 |   1.0414   |   0.1744   |  0.8669 |   1.0000  |
|  epoch 87 |   1.0734   |   0.1678   |  0.9056 |   1.0000  |
|  epoch 88 |   1.1595   |   0.1876   |  0.9719 |   1.0000  |
|  epoch 89 |   0.9750   |   0.1680   |  0.8070 |   1.0000  |
|  epoch 90 |   1.1918   |   0.1918   |  1.0000 |   1.0000  |
|  epoch 91 |   1.3610   |   0.2136   |  1.1475 |   1.0000  |
|  epoch 92 |   1.1020   |   0.1951   |  0.9069 |   1.0000  |
|  epoch 93 |   1.2918   |   0.2160   |  1.0758 |   1.0000  |
|  epoch 94 |   1.2266   |   0.2106   |  1.0160 |   1.0000  |
|  epoch 95 |   1.1337   |   0.1987   |  0.9350 |   1.0000  |
|  epoch 96 |   1.2894   |   0.2005   |  1.0889 |   1.0000  |
|  epoch 97 |   1.4044   |   0.2126   |  1.1918 |   1.0000  |
|  epoch 98 |   1.3412   |   0.2276   |  1.1135 |   1.0000  |
|  epoch 99 |   1.1551   |   0.2109   |  0.9441 |   1.0000  |
| epoch 100 |   1.1772   |   0.2137   |  0.9635 |   1.0000  |
+-----------+------------+------------+---------+-----------+
