+-----------+------------+
|  # Epoch  | Train_loss |
+-----------+------------+
|  epoch 1  |   0.5356   |
|  epoch 2  |   0.3914   |
|  epoch 3  |   0.3187   |
|  epoch 4  |   0.2777   |
|  epoch 5  |   0.2414   |
|  epoch 6  |   0.2213   |
|  epoch 7  |   0.1645   |
|  epoch 8  |   0.1636   |
|  epoch 9  |   0.1487   |
|  epoch 10 |   0.1199   |
|  epoch 11 |   0.1300   |
|  epoch 12 |   0.1202   |
|  epoch 13 |   0.1027   |
|  epoch 14 |   0.1161   |
|  epoch 15 |   0.0846   |
|  epoch 16 |   0.0844   |
|  epoch 17 |   0.0603   |
|  epoch 18 |   0.0280   |
|  epoch 19 |   0.0534   |
|  epoch 20 |   0.0612   |
|  epoch 21 |   0.0462   |
|  epoch 22 |   0.0432   |
|  epoch 23 |   0.0448   |
|  epoch 24 |   0.0288   |
|  epoch 25 |   0.0593   |
|  epoch 26 |   0.0487   |
|  epoch 27 |   0.0523   |
|  epoch 28 |   0.0540   |
|  epoch 29 |   0.0292   |
|  epoch 30 |   0.0478   |
|  epoch 31 |   0.0331   |
|  epoch 32 |   0.0271   |
|  epoch 33 |   0.0374   |
|  epoch 34 |   0.0176   |
|  epoch 35 |   0.0214   |
|  epoch 36 |   0.0087   |
|  epoch 37 |   0.0150   |
|  epoch 38 |   0.0112   |
|  epoch 39 |   0.0153   |
|  epoch 40 |   0.0242   |
|  epoch 41 |   0.0305   |
|  epoch 42 |   0.0213   |
|  epoch 43 |   0.0139   |
|  epoch 44 |   0.0274   |
|  epoch 45 |   0.0405   |
|  epoch 46 |   0.0357   |
|  epoch 47 |   0.0540   |
|  epoch 48 |   0.0303   |
|  epoch 49 |   0.0178   |
|  epoch 50 |   0.0205   |
|  epoch 51 |   0.0165   |
|  epoch 52 |   0.0143   |
|  epoch 53 |   0.0148   |
|  epoch 54 |   0.0202   |
|  epoch 55 |   0.0205   |
|  epoch 56 |   0.0176   |
|  epoch 57 |   0.0429   |
|  epoch 58 |   0.0230   |
|  epoch 59 |   0.0217   |
|  epoch 60 |   0.0220   |
|  epoch 61 |   0.0403   |
|  epoch 62 |   0.0097   |
|  epoch 63 |   0.0098   |
|  epoch 64 |   0.0184   |
|  epoch 65 |   0.0451   |
|  epoch 66 |   0.0322   |
|  epoch 67 |   0.0235   |
|  epoch 68 |   0.0149   |
|  epoch 69 |   0.0259   |
|  epoch 70 |   0.0185   |
|  epoch 71 |   0.0074   |
|  epoch 72 |   0.0039   |
|  epoch 73 |   0.0073   |
|  epoch 74 |   0.0042   |
|  epoch 75 |   0.0042   |
|  epoch 76 |   0.0143   |
|  epoch 77 |   0.0062   |
|  epoch 78 |   0.0185   |
|  epoch 79 |   0.0192   |
|  epoch 80 |   0.0170   |
|  epoch 81 |   0.0118   |
|  epoch 82 |   0.0119   |
|  epoch 83 |   0.0121   |
|  epoch 84 |   0.0057   |
|  epoch 85 |   0.0058   |
|  epoch 86 |   0.0019   |
|  epoch 87 |   0.0075   |
|  epoch 88 |   0.0169   |
|  epoch 89 |   0.0080   |
|  epoch 90 |   0.0292   |
|  epoch 91 |   0.0085   |
|  epoch 92 |   0.0277   |
|  epoch 93 |   0.0164   |
|  epoch 94 |   0.0065   |
|  epoch 95 |   0.0051   |
|  epoch 96 |   0.0133   |
|  epoch 97 |   0.0213   |
|  epoch 98 |   0.0054   |
|  epoch 99 |   0.0098   |
| epoch 100 |   0.0037   |
+-----------+------------+
