+-----------+------------+------------+---------+-----------+
|  # Epoch  | Train_loss | Model_loss | DA_loss | Lambda_DA |
|  epoch 40 |   1.4037   |   0.0783   |  1.3254 |   1.0000  |
|  epoch 41 |   1.4076   |   0.0979   |  1.3097 |   1.0000  |
|  epoch 42 |   1.4377   |   0.1025   |  1.3352 |   1.0000  |
|  epoch 43 |   1.3463   |   0.0851   |  1.2613 |   1.0000  |
|  epoch 44 |   1.2441   |   0.0826   |  1.1616 |   1.0000  |
|  epoch 45 |   1.2917   |   0.0866   |  1.2051 |   1.0000  |
|  epoch 46 |   1.3494   |   0.0859   |  1.2635 |   1.0000  |
|  epoch 47 |   1.3084   |   0.0939   |  1.2144 |   1.0000  |
|  epoch 48 |   1.3819   |   0.0969   |  1.2850 |   1.0000  |
|  epoch 49 |   1.4251   |   0.0991   |  1.3260 |   1.0000  |
|  epoch 50 |   1.3185   |   0.0933   |  1.2253 |   1.0000  |
|  epoch 51 |   1.2484   |   0.1199   |  1.1285 |   1.0000  |
|  epoch 52 |   1.3472   |   0.1097   |  1.2376 |   1.0000  |
|  epoch 53 |   1.4144   |   0.1017   |  1.3126 |   1.0000  |
|  epoch 54 |   1.3649   |   0.0977   |  1.2672 |   1.0000  |
|  epoch 55 |   1.3362   |   0.1132   |  1.2230 |   1.0000  |
|  epoch 56 |   1.3293   |   0.1054   |  1.2240 |   1.0000  |
|  epoch 57 |   1.2837   |   0.1162   |  1.1675 |   1.0000  |
|  epoch 58 |   1.3979   |   0.1047   |  1.2932 |   1.0000  |
|  epoch 59 |   1.2931   |   0.1092   |  1.1840 |   1.0000  |
|  epoch 60 |   1.2110   |   0.1230   |  1.0881 |   1.0000  |
|  epoch 61 |   1.3449   |   0.1305   |  1.2144 |   1.0000  |
|  epoch 62 |   1.2958   |   0.1406   |  1.1552 |   1.0000  |
|  epoch 63 |   1.2624   |   0.1393   |  1.1231 |   1.0000  |
|  epoch 64 |   1.3909   |   0.1441   |  1.2469 |   1.0000  |
|  epoch 65 |   1.3874   |   0.1291   |  1.2584 |   1.0000  |
|  epoch 66 |   1.3193   |   0.1246   |  1.1947 |   1.0000  |
|  epoch 67 |   1.3611   |   0.1419   |  1.2192 |   1.0000  |
|  epoch 68 |   1.3636   |   0.1331   |  1.2304 |   1.0000  |
|  epoch 69 |   1.4168   |   0.1495   |  1.2674 |   1.0000  |
|  epoch 70 |   1.3270   |   0.1419   |  1.1851 |   1.0000  |
|  epoch 71 |   1.2923   |   0.1638   |  1.1285 |   1.0000  |
|  epoch 72 |   1.4800   |   0.1758   |  1.3042 |   1.0000  |
|  epoch 73 |   1.4145   |   0.1746   |  1.2399 |   1.0000  |
|  epoch 74 |   1.4065   |   0.1695   |  1.2370 |   1.0000  |
|  epoch 75 |   1.3844   |   0.1877   |  1.1967 |   1.0000  |
|  epoch 76 |   1.4356   |   0.1867   |  1.2489 |   1.0000  |
|  epoch 77 |   1.4280   |   0.1717   |  1.2562 |   1.0000  |
|  epoch 78 |   1.3653   |   0.1621   |  1.2032 |   1.0000  |
|  epoch 79 |   1.3549   |   0.1816   |  1.1733 |   1.0000  |
|  epoch 80 |   1.4525   |   0.1857   |  1.2668 |   1.0000  |
|  epoch 81 |   1.3776   |   0.1891   |  1.1885 |   1.0000  |
|  epoch 82 |   1.4612   |   0.1813   |  1.2799 |   1.0000  |
|  epoch 83 |   1.4495   |   0.1767   |  1.2728 |   1.0000  |
|  epoch 84 |   1.4303   |   0.1913   |  1.2390 |   1.0000  |
|  epoch 85 |   1.5005   |   0.1837   |  1.3168 |   1.0000  |
|  epoch 86 |   1.3770   |   0.1733   |  1.2038 |   1.0000  |
|  epoch 87 |   1.3475   |   0.1849   |  1.1625 |   1.0000  |
|  epoch 88 |   1.3884   |   0.1931   |  1.1953 |   1.0000  |
|  epoch 89 |   1.2866   |   0.1926   |  1.0941 |   1.0000  |
|  epoch 90 |   1.2646   |   0.1970   |  1.0676 |   1.0000  |
|  epoch 91 |   1.3449   |   0.1939   |  1.1510 |   1.0000  |
|  epoch 92 |   1.3113   |   0.2083   |  1.1029 |   1.0000  |
|  epoch 93 |   1.2699   |   0.2074   |  1.0625 |   1.0000  |
|  epoch 94 |   1.3380   |   0.2058   |  1.1322 |   1.0000  |
|  epoch 95 |   1.2895   |   0.2199   |  1.0696 |   1.0000  |
|  epoch 96 |   1.5331   |   0.2184   |  1.3147 |   1.0000  |
|  epoch 97 |   1.3445   |   0.2203   |  1.1241 |   1.0000  |
|  epoch 98 |   1.4517   |   0.2166   |  1.2351 |   1.0000  |
|  epoch 99 |   1.4912   |   0.2183   |  1.2729 |   1.0000  |
| epoch 100 |   1.2648   |   0.2148   |  1.0500 |   1.0000  |
+-----------+------------+------------+---------+-----------+
