+----------+------------+
| # Epoch  | Train_loss |
+----------+------------+
| epoch 1  |   4.7937   |
| epoch 2  |   4.3480   |
| epoch 3  |   4.1010   |
| epoch 4  |   3.6633   |
| epoch 5  |   3.4368   |
| epoch 6  |   3.2818   |
| epoch 7  |   3.0734   |
| epoch 8  |   2.7142   |
| epoch 9  |   2.4968   |
| epoch 10 |   2.3668   |
| epoch 11 |   2.0779   |
| epoch 12 |   2.0292   |
| epoch 13 |   1.8882   |
| epoch 14 |   1.7238   |
| epoch 15 |   1.6062   |
| epoch 16 |   1.5625   |
| epoch 17 |   1.4517   |
| epoch 18 |   1.2529   |
| epoch 19 |   1.2579   |
| epoch 20 |   1.1570   |
| epoch 21 |   1.0948   |
| epoch 22 |   1.0282   |
| epoch 23 |   0.9246   |
| epoch 24 |   0.8861   |
| epoch 25 |   0.9606   |
| epoch 26 |   0.7751   |
| epoch 27 |   0.7824   |
| epoch 28 |   0.7380   |
| epoch 29 |   0.7519   |
| epoch 30 |   0.6050   |
| epoch 31 |   0.6335   |
| epoch 32 |   0.7226   |
| epoch 33 |   0.6235   |
| epoch 34 |   0.6278   |
| epoch 35 |   0.5814   |
| epoch 36 |   0.5332   |
| epoch 37 |   0.5187   |
| epoch 38 |   0.5887   |
| epoch 39 |   0.4398   |
| epoch 40 |   0.4513   |
| epoch 41 |   0.4358   |
| epoch 42 |   0.4387   |
| epoch 43 |   0.4080   |
| epoch 44 |   0.4188   |
| epoch 45 |   0.3987   |
| epoch 46 |   0.4451   |
| epoch 47 |   0.3548   |
| epoch 48 |   0.3786   |
| epoch 49 |   0.4188   |
| epoch 50 |   0.3395   |
+----------+------------+
