+-----------+------------+------------+---------+-----------+
|  # Epoch  | Train_loss | Model_loss | DA_loss | Lambda_DA |
|  epoch 34 |   1.3811   |   0.1068   |  1.2743 |   1.0000  |
|  epoch 35 |   1.3692   |   0.1071   |  1.2621 |   1.0000  |
|  epoch 36 |   1.3778   |   0.1075   |  1.2703 |   1.0000  |
|  epoch 37 |   1.4382   |   0.1074   |  1.3308 |   1.0000  |
|  epoch 38 |   1.3852   |   0.1072   |  1.2780 |   1.0000  |
|  epoch 39 |   1.3160   |   0.1064   |  1.2096 |   1.0000  |
|  epoch 40 |   1.3314   |   0.1016   |  1.2298 |   1.0000  |
|  epoch 41 |   1.2346   |   0.0961   |  1.1385 |   1.0000  |
|  epoch 42 |   1.2707   |   0.1225   |  1.1482 |   1.0000  |
|  epoch 43 |   1.2293   |   0.1256   |  1.1037 |   1.0000  |
|  epoch 44 |   1.2369   |   0.1217   |  1.1152 |   1.0000  |
|  epoch 45 |   1.2834   |   0.1176   |  1.1657 |   1.0000  |
|  epoch 46 |   1.4890   |   0.1208   |  1.3682 |   1.0000  |
|  epoch 47 |   1.4596   |   0.0965   |  1.3630 |   1.0000  |
|  epoch 48 |   1.3584   |   0.0925   |  1.2659 |   1.0000  |
|  epoch 49 |   1.4330   |   0.0994   |  1.3336 |   1.0000  |
|  epoch 50 |   1.2481   |   0.1102   |  1.1379 |   1.0000  |
|  epoch 51 |   1.2729   |   0.1003   |  1.1726 |   1.0000  |
|  epoch 52 |   1.2264   |   0.1003   |  1.1261 |   1.0000  |
|  epoch 53 |   1.2818   |   0.1057   |  1.1762 |   1.0000  |
|  epoch 54 |   1.1940   |   0.0931   |  1.1010 |   1.0000  |
|  epoch 55 |   1.3054   |   0.1039   |  1.2015 |   1.0000  |
|  epoch 56 |   1.2004   |   0.1050   |  1.0954 |   1.0000  |
|  epoch 57 |   1.2536   |   0.1125   |  1.1410 |   1.0000  |
|  epoch 58 |   1.1094   |   0.0957   |  1.0136 |   1.0000  |
|  epoch 59 |   1.1248   |   0.0993   |  1.0256 |   1.0000  |
|  epoch 60 |   1.2269   |   0.1147   |  1.1122 |   1.0000  |
|  epoch 61 |   1.3268   |   0.1259   |  1.2009 |   1.0000  |
|  epoch 62 |   1.3563   |   0.1342   |  1.2220 |   1.0000  |
|  epoch 63 |   1.4379   |   0.1453   |  1.2926 |   1.0000  |
|  epoch 64 |   1.3641   |   0.1435   |  1.2206 |   1.0000  |
|  epoch 65 |   1.4466   |   0.1806   |  1.2660 |   1.0000  |
|  epoch 66 |   1.0350   |   0.1527   |  0.8823 |   1.0000  |
|  epoch 67 |   1.2344   |   0.1728   |  1.0617 |   1.0000  |
|  epoch 68 |   1.3498   |   0.1934   |  1.1565 |   1.0000  |
|  epoch 69 |   1.1485   |   0.1854   |  0.9631 |   1.0000  |
|  epoch 70 |   1.1417   |   0.1729   |  0.9689 |   1.0000  |
|  epoch 71 |   1.1477   |   0.1807   |  0.9670 |   1.0000  |
|  epoch 72 |   1.2620   |   0.1871   |  1.0749 |   1.0000  |
|  epoch 73 |   1.2082   |   0.1806   |  1.0277 |   1.0000  |
|  epoch 74 |   1.3091   |   0.2250   |  1.0841 |   1.0000  |
|  epoch 75 |   1.2330   |   0.2038   |  1.0292 |   1.0000  |
|  epoch 76 |   1.3060   |   0.2057   |  1.1003 |   1.0000  |
|  epoch 77 |   1.2122   |   0.2470   |  0.9652 |   1.0000  |
|  epoch 78 |   1.4893   |   0.2401   |  1.2492 |   1.0000  |
|  epoch 79 |   1.5033   |   0.2240   |  1.2793 |   1.0000  |
|  epoch 80 |   1.3936   |   0.2172   |  1.1764 |   1.0000  |
|  epoch 81 |   1.4105   |   0.2231   |  1.1874 |   1.0000  |
|  epoch 82 |   1.3992   |   0.2181   |  1.1811 |   1.0000  |
|  epoch 83 |   1.3909   |   0.2286   |  1.1623 |   1.0000  |
|  epoch 84 |   1.4639   |   0.2484   |  1.2155 |   1.0000  |
|  epoch 85 |   1.5104   |   0.2388   |  1.2717 |   1.0000  |
|  epoch 86 |   1.4993   |   0.2393   |  1.2600 |   1.0000  |
|  epoch 87 |   1.4514   |   0.2341   |  1.2173 |   1.0000  |
|  epoch 88 |   1.5509   |   0.2335   |  1.3174 |   1.0000  |
|  epoch 89 |   1.5440   |   0.2199   |  1.3241 |   1.0000  |
|  epoch 90 |   1.4224   |   0.2269   |  1.1956 |   1.0000  |
|  epoch 91 |   1.3797   |   0.2427   |  1.1370 |   1.0000  |
|  epoch 92 |   1.4470   |   0.2431   |  1.2040 |   1.0000  |
|  epoch 93 |   1.4203   |   0.2494   |  1.1709 |   1.0000  |
|  epoch 94 |   1.3576   |   0.2399   |  1.1177 |   1.0000  |
|  epoch 95 |   1.3625   |   0.2383   |  1.1242 |   1.0000  |
|  epoch 96 |   1.4153   |   0.2640   |  1.1513 |   1.0000  |
|  epoch 97 |   1.3452   |   0.2605   |  1.0847 |   1.0000  |
|  epoch 98 |   1.1789   |   0.2470   |  0.9320 |   1.0000  |
|  epoch 99 |   1.1766   |   0.2510   |  0.9256 |   1.0000  |
| epoch 100 |   1.3976   |   0.2671   |  1.1305 |   1.0000  |
+-----------+------------+------------+---------+-----------+
