+-----------+------------+
|  # Epoch  | Train_loss |
+-----------+------------+
|  epoch 1  |   0.4200   |
|  epoch 2  |   0.2877   |
|  epoch 3  |   0.2287   |
|  epoch 4  |   0.1989   |
|  epoch 5  |   0.1777   |
|  epoch 6  |   0.1616   |
|  epoch 7  |   0.1460   |
|  epoch 8  |   0.1323   |
|  epoch 9  |   0.1200   |
|  epoch 10 |   0.1086   |
|  epoch 11 |   0.0969   |
|  epoch 12 |   0.0871   |
|  epoch 13 |   0.0799   |
|  epoch 14 |   0.0698   |
|  epoch 15 |   0.0622   |
|  epoch 16 |   0.0568   |
|  epoch 17 |   0.0489   |
|  epoch 18 |   0.0484   |
|  epoch 19 |   0.0448   |
|  epoch 20 |   0.0386   |
|  epoch 21 |   0.0374   |
|  epoch 22 |   0.0338   |
|  epoch 23 |   0.0320   |
|  epoch 24 |   0.0321   |
|  epoch 25 |   0.0285   |
|  epoch 26 |   0.0276   |
|  epoch 27 |   0.0295   |
|  epoch 28 |   0.0226   |
|  epoch 29 |   0.0254   |
|  epoch 30 |   0.0229   |
|  epoch 31 |   0.0228   |
|  epoch 32 |   0.0209   |
|  epoch 33 |   0.0216   |
|  epoch 34 |   0.0200   |
|  epoch 35 |   0.0187   |
|  epoch 36 |   0.0185   |
|  epoch 37 |   0.0195   |
|  epoch 38 |   0.0177   |
|  epoch 39 |   0.0163   |
|  epoch 40 |   0.0167   |
|  epoch 41 |   0.0154   |
|  epoch 42 |   0.0180   |
|  epoch 43 |   0.0151   |
|  epoch 44 |   0.0154   |
|  epoch 45 |   0.0146   |
|  epoch 46 |   0.0136   |
|  epoch 47 |   0.0144   |
|  epoch 48 |   0.0146   |
|  epoch 49 |   0.0136   |
|  epoch 50 |   0.0143   |
|  epoch 51 |   0.0133   |
|  epoch 52 |   0.0131   |
|  epoch 53 |   0.0120   |
|  epoch 54 |   0.0129   |
|  epoch 55 |   0.0126   |
|  epoch 56 |   0.0124   |
|  epoch 57 |   0.0124   |
|  epoch 58 |   0.0125   |
|  epoch 59 |   0.0110   |
|  epoch 60 |   0.0108   |
|  epoch 61 |   0.0105   |
|  epoch 62 |   0.0106   |
|  epoch 63 |   0.0126   |
|  epoch 64 |   0.0114   |
|  epoch 65 |   0.0096   |
|  epoch 66 |   0.0109   |
|  epoch 67 |   0.0098   |
|  epoch 68 |   0.0114   |
|  epoch 69 |   0.0108   |
|  epoch 70 |   0.0105   |
|  epoch 71 |   0.0095   |
|  epoch 72 |   0.0095   |
|  epoch 73 |   0.0095   |
|  epoch 74 |   0.0099   |
|  epoch 75 |   0.0096   |
|  epoch 76 |   0.0091   |
|  epoch 77 |   0.0092   |
|  epoch 78 |   0.0094   |
|  epoch 79 |   0.0087   |
|  epoch 80 |   0.0089   |
|  epoch 81 |   0.0098   |
|  epoch 82 |   0.0085   |
|  epoch 83 |   0.0104   |
|  epoch 84 |   0.0087   |
|  epoch 85 |   0.0081   |
|  epoch 86 |   0.0084   |
|  epoch 87 |   0.0075   |
|  epoch 88 |   0.0094   |
|  epoch 89 |   0.0086   |
|  epoch 90 |   0.0064   |
|  epoch 91 |   0.0081   |
|  epoch 92 |   0.0100   |
|  epoch 93 |   0.0073   |
|  epoch 94 |   0.0078   |
|  epoch 95 |   0.0076   |
|  epoch 96 |   0.0076   |
|  epoch 97 |   0.0080   |
|  epoch 98 |   0.0082   |
|  epoch 99 |   0.0073   |
| epoch 100 |   0.0081   |
+-----------+------------+
