+-----------+------------+------------+---------+-----------+
|  # Epoch  | Train_loss | Model_loss | DA_loss | Lambda_DA |
|  epoch 60 |   1.1993   |   0.1559   |  1.0434 |   1.0000  |
|  epoch 61 |   1.2943   |   0.1762   |  1.1181 |   1.0000  |
|  epoch 62 |   1.1160   |   0.1747   |  0.9412 |   1.0000  |
|  epoch 63 |   1.0705   |   0.1626   |  0.9079 |   1.0000  |
|  epoch 64 |   1.2691   |   0.1697   |  1.0994 |   1.0000  |
|  epoch 65 |   1.3282   |   0.1594   |  1.1688 |   1.0000  |
|  epoch 66 |   1.1839   |   0.1894   |  0.9945 |   1.0000  |
|  epoch 67 |   1.4342   |   0.1950   |  1.2392 |   1.0000  |
|  epoch 68 |   1.3963   |   0.1791   |  1.2172 |   1.0000  |
|  epoch 69 |   1.2742   |   0.1699   |  1.1043 |   1.0000  |
|  epoch 70 |   1.1660   |   0.1720   |  0.9940 |   1.0000  |
|  epoch 71 |   1.0241   |   0.1707   |  0.8535 |   1.0000  |
|  epoch 72 |   1.0977   |   0.1706   |  0.9270 |   1.0000  |
|  epoch 73 |   1.1468   |   0.1895   |  0.9573 |   1.0000  |
|  epoch 74 |   0.9867   |   0.1921   |  0.7946 |   1.0000  |
|  epoch 75 |   1.1907   |   0.2280   |  0.9628 |   1.0000  |
|  epoch 76 |   1.2444   |   0.2427   |  1.0017 |   1.0000  |
|  epoch 77 |   1.3553   |   0.2588   |  1.0965 |   1.0000  |
|  epoch 78 |   1.2591   |   0.2689   |  0.9902 |   1.0000  |
|  epoch 79 |   1.2016   |   0.2340   |  0.9676 |   1.0000  |
|  epoch 80 |   1.1916   |   0.2275   |  0.9642 |   1.0000  |
|  epoch 81 |   1.1931   |   0.2415   |  0.9517 |   1.0000  |
|  epoch 82 |   1.4552   |   0.2537   |  1.2015 |   1.0000  |
|  epoch 83 |   1.0823   |   0.2256   |  0.8567 |   1.0000  |
|  epoch 84 |   1.1994   |   0.2348   |  0.9646 |   1.0000  |
|  epoch 85 |   0.9518   |   0.2187   |  0.7331 |   1.0000  |
|  epoch 86 |   0.8835   |   0.2075   |  0.6760 |   1.0000  |
|  epoch 87 |   1.1950   |   0.2208   |  0.9742 |   1.0000  |
|  epoch 88 |   1.1389   |   0.2417   |  0.8972 |   1.0000  |
|  epoch 89 |   1.3756   |   0.2340   |  1.1416 |   1.0000  |
|  epoch 90 |   1.4994   |   0.2382   |  1.2612 |   1.0000  |
|  epoch 91 |   1.0269   |   0.2264   |  0.8006 |   1.0000  |
|  epoch 92 |   1.1169   |   0.2533   |  0.8636 |   1.0000  |
|  epoch 93 |   0.9957   |   0.2393   |  0.7564 |   1.0000  |
|  epoch 94 |   1.1654   |   0.2760   |  0.8894 |   1.0000  |
|  epoch 95 |   1.2865   |   0.2705   |  1.0159 |   1.0000  |
|  epoch 96 |   1.3397   |   0.2787   |  1.0610 |   1.0000  |
|  epoch 97 |   1.4521   |   0.2904   |  1.1617 |   1.0000  |
|  epoch 98 |   1.4455   |   0.2601   |  1.1854 |   1.0000  |
|  epoch 99 |   1.4084   |   0.2595   |  1.1489 |   1.0000  |
| epoch 100 |   1.2478   |   0.2442   |  1.0037 |   1.0000  |
+-----------+------------+------------+---------+-----------+
