+-----------+------------+------------+---------+-----------+
|  # Epoch  | Train_loss | Model_loss | DA_loss | Lambda_DA |
+-----------+------------+------------+---------+-----------+
|  epoch 1  |   0.4188   |   0.4188   |  0.0000 |   0.0000  |
|  epoch 2  |   0.2980   |   0.2980   |  0.0000 |   0.0000  |
|  epoch 3  |   0.2478   |   0.2478   |  0.0000 |   0.0000  |
|  epoch 4  |   0.2215   |   0.2215   |  0.0000 |   0.0000  |
|  epoch 5  |   0.2004   |   0.2004   |  0.0000 |   0.0000  |
|  epoch 6  |   0.1874   |   0.1874   |  0.0000 |   0.0000  |
|  epoch 7  |   0.1680   |   0.1680   |  0.0000 |   0.0000  |
|  epoch 8  |   0.1577   |   0.1577   |  0.0000 |   0.0000  |
|  epoch 9  |   0.1435   |   0.1435   |  0.0000 |   0.0000  |
|  epoch 10 |   1.5520   |   0.2105   |  1.3416 |   1.0000  |
|  epoch 11 |   1.5469   |   0.1788   |  1.3681 |   1.0000  |
|  epoch 12 |   1.5341   |   0.1615   |  1.3726 |   1.0000  |
|  epoch 13 |   1.5132   |   0.1538   |  1.3594 |   1.0000  |
|  epoch 14 |   1.4999   |   0.1392   |  1.3607 |   1.0000  |
|  epoch 15 |   1.4860   |   0.1450   |  1.3410 |   1.0000  |
|  epoch 16 |   1.4942   |   0.1301   |  1.3641 |   1.0000  |
|  epoch 17 |   1.4845   |   0.1230   |  1.3615 |   1.0000  |
|  epoch 18 |   1.4525   |   0.1215   |  1.3310 |   1.0000  |
|  epoch 19 |   1.4374   |   0.1261   |  1.3113 |   1.0000  |
|  epoch 20 |   1.4764   |   0.1261   |  1.3504 |   1.0000  |
|  epoch 21 |   1.4624   |   0.1202   |  1.3422 |   1.0000  |
|  epoch 22 |   1.4538   |   0.1024   |  1.3514 |   1.0000  |
|  epoch 23 |   1.4575   |   0.1061   |  1.3514 |   1.0000  |
|  epoch 24 |   1.4623   |   0.1101   |  1.3522 |   1.0000  |
|  epoch 25 |   1.4616   |   0.1092   |  1.3524 |   1.0000  |
|  epoch 26 |   1.4455   |   0.1011   |  1.3444 |   1.0000  |
|  epoch 27 |   1.4729   |   0.1115   |  1.3614 |   1.0000  |
|  epoch 28 |   1.4111   |   0.1004   |  1.3107 |   1.0000  |
|  epoch 29 |   1.4841   |   0.1117   |  1.3725 |   1.0000  |
|  epoch 30 |   1.4343   |   0.0948   |  1.3395 |   1.0000  |
|  epoch 31 |   1.4324   |   0.0812   |  1.3512 |   1.0000  |
|  epoch 32 |   1.4120   |   0.0872   |  1.3248 |   1.0000  |
|  epoch 33 |   1.4336   |   0.0770   |  1.3566 |   1.0000  |
|  epoch 34 |   1.4232   |   0.0741   |  1.3491 |   1.0000  |
|  epoch 35 |   1.4643   |   0.0918   |  1.3725 |   1.0000  |
|  epoch 36 |   1.4276   |   0.0791   |  1.3485 |   1.0000  |
|  epoch 37 |   1.4196   |   0.0755   |  1.3441 |   1.0000  |
|  epoch 38 |   1.4459   |   0.0706   |  1.3753 |   1.0000  |
|  epoch 39 |   1.4317   |   0.0719   |  1.3598 |   1.0000  |
|  epoch 40 |   1.4502   |   0.0752   |  1.3750 |   1.0000  |
|  epoch 41 |   1.4312   |   0.0653   |  1.3659 |   1.0000  |
|  epoch 42 |   1.3665   |   0.0769   |  1.2896 |   1.0000  |
|  epoch 43 |   1.3295   |   0.0768   |  1.2527 |   1.0000  |
|  epoch 44 |   1.4668   |   0.0889   |  1.3780 |   1.0000  |
|  epoch 45 |   1.3669   |   0.0744   |  1.2925 |   1.0000  |
|  epoch 46 |   1.3829   |   0.0719   |  1.3110 |   1.0000  |
|  epoch 47 |   1.3656   |   0.0692   |  1.2964 |   1.0000  |
|  epoch 48 |   1.3356   |   0.0688   |  1.2668 |   1.0000  |
|  epoch 49 |   1.4160   |   0.0724   |  1.3436 |   1.0000  |
|  epoch 50 |   1.3669   |   0.0836   |  1.2833 |   1.0000  |
|  epoch 51 |   1.3392   |   0.0879   |  1.2514 |   1.0000  |
|  epoch 52 |   1.4509   |   0.0730   |  1.3779 |   1.0000  |
|  epoch 53 |   1.4268   |   0.0770   |  1.3497 |   1.0000  |
|  epoch 54 |   1.4349   |   0.0875   |  1.3474 |   1.0000  |
|  epoch 55 |   1.4344   |   0.0730   |  1.3613 |   1.0000  |
|  epoch 56 |   1.3594   |   0.0734   |  1.2860 |   1.0000  |
|  epoch 57 |   1.3606   |   0.0778   |  1.2827 |   1.0000  |
|  epoch 58 |   1.3983   |   0.0807   |  1.3176 |   1.0000  |
|  epoch 59 |   1.4031   |   0.0717   |  1.3314 |   1.0000  |
|  epoch 60 |   1.3904   |   0.0717   |  1.3186 |   1.0000  |
|  epoch 61 |   1.4208   |   0.0945   |  1.3263 |   1.0000  |
|  epoch 62 |   1.4144   |   0.0888   |  1.3256 |   1.0000  |
|  epoch 63 |   1.4233   |   0.0912   |  1.3321 |   1.0000  |
|  epoch 64 |   1.4110   |   0.0913   |  1.3197 |   1.0000  |
|  epoch 65 |   1.4272   |   0.1020   |  1.3251 |   1.0000  |
|  epoch 66 |   1.4361   |   0.1006   |  1.3354 |   1.0000  |
|  epoch 67 |   1.4402   |   0.0939   |  1.3463 |   1.0000  |
|  epoch 68 |   1.4572   |   0.0892   |  1.3680 |   1.0000  |
|  epoch 69 |   1.4433   |   0.0882   |  1.3551 |   1.0000  |
|  epoch 70 |   1.4525   |   0.0891   |  1.3634 |   1.0000  |
|  epoch 71 |   1.4309   |   0.0893   |  1.3416 |   1.0000  |
|  epoch 72 |   1.4276   |   0.0830   |  1.3446 |   1.0000  |
|  epoch 73 |   1.4372   |   0.0896   |  1.3476 |   1.0000  |
|  epoch 74 |   1.4316   |   0.0939   |  1.3377 |   1.0000  |
|  epoch 75 |   1.4468   |   0.1036   |  1.3432 |   1.0000  |
|  epoch 76 |   1.4352   |   0.0858   |  1.3495 |   1.0000  |
|  epoch 77 |   1.4432   |   0.0905   |  1.3527 |   1.0000  |
|  epoch 78 |   1.4215   |   0.0844   |  1.3371 |   1.0000  |
|  epoch 79 |   1.4197   |   0.0992   |  1.3205 |   1.0000  |
|  epoch 80 |   1.4101   |   0.1097   |  1.3003 |   1.0000  |
|  epoch 81 |   1.4386   |   0.1126   |  1.3260 |   1.0000  |
|  epoch 82 |   1.2958   |   0.0848   |  1.2109 |   1.0000  |
|  epoch 83 |   1.3574   |   0.1051   |  1.2523 |   1.0000  |
|  epoch 84 |   1.4352   |   0.1037   |  1.3315 |   1.0000  |
|  epoch 85 |   1.4390   |   0.0959   |  1.3431 |   1.0000  |
|  epoch 86 |   1.4346   |   0.1028   |  1.3318 |   1.0000  |
|  epoch 87 |   1.4542   |   0.1024   |  1.3518 |   1.0000  |
|  epoch 88 |   1.3971   |   0.1046   |  1.2925 |   1.0000  |
|  epoch 89 |   1.4600   |   0.1082   |  1.3519 |   1.0000  |
|  epoch 90 |   1.4569   |   0.1297   |  1.3272 |   1.0000  |
|  epoch 91 |   1.4462   |   0.1216   |  1.3246 |   1.0000  |
|  epoch 92 |   1.4340   |   0.1127   |  1.3213 |   1.0000  |
|  epoch 93 |   1.3934   |   0.1208   |  1.2726 |   1.0000  |
|  epoch 94 |   1.4245   |   0.1308   |  1.2936 |   1.0000  |
|  epoch 95 |   1.4717   |   0.1294   |  1.3424 |   1.0000  |
|  epoch 96 |   1.4662   |   0.1190   |  1.3472 |   1.0000  |
|  epoch 97 |   1.4135   |   0.1420   |  1.2715 |   1.0000  |
|  epoch 98 |   1.4476   |   0.1249   |  1.3227 |   1.0000  |
|  epoch 99 |   1.4665   |   0.1284   |  1.3381 |   1.0000  |
| epoch 100 |   1.4594   |   0.1309   |  1.3285 |   1.0000  |
+-----------+------------+------------+---------+-----------+
