+-----------+------------+------------+---------+-----------+
|  # Epoch  | Train_loss | Model_loss | DA_loss | Lambda_DA |
+-----------+------------+------------+---------+-----------+
|  epoch 1  |   0.4188   |   0.4188   |  0.0000 |   0.0000  |
|  epoch 2  |   0.2980   |   0.2980   |  0.0000 |   0.0000  |
|  epoch 3  |   0.2455   |   0.2455   |  0.0000 |   0.0000  |
|  epoch 4  |   0.2193   |   0.2193   |  0.0000 |   0.0000  |
|  epoch 5  |   0.2005   |   0.2005   |  0.0000 |   0.0000  |
|  epoch 6  |   0.1851   |   0.1851   |  0.0000 |   0.0000  |
|  epoch 7  |   0.1708   |   0.1708   |  0.0000 |   0.0000  |
|  epoch 8  |   0.1571   |   0.1571   |  0.0000 |   0.0000  |
|  epoch 9  |   0.1404   |   0.1404   |  0.0000 |   0.0000  |
|  epoch 10 |   1.5425   |   0.1930   |  1.3495 |   1.0000  |
|  epoch 11 |   1.5490   |   0.1795   |  1.3695 |   1.0000  |
|  epoch 12 |   1.5237   |   0.1599   |  1.3638 |   1.0000  |
|  epoch 13 |   1.5141   |   0.1505   |  1.3636 |   1.0000  |
|  epoch 14 |   1.5137   |   0.1386   |  1.3751 |   1.0000  |
|  epoch 15 |   1.5080   |   0.1351   |  1.3729 |   1.0000  |
|  epoch 16 |   1.4767   |   0.1228   |  1.3539 |   1.0000  |
|  epoch 17 |   1.4691   |   0.1288   |  1.3403 |   1.0000  |
|  epoch 18 |   1.5099   |   0.1303   |  1.3796 |   1.0000  |
|  epoch 19 |   1.4777   |   0.1159   |  1.3618 |   1.0000  |
|  epoch 20 |   1.4563   |   0.1137   |  1.3426 |   1.0000  |
|  epoch 21 |   1.4895   |   0.1076   |  1.3818 |   1.0000  |
|  epoch 22 |   1.4300   |   0.1166   |  1.3134 |   1.0000  |
|  epoch 23 |   1.4770   |   0.1215   |  1.3555 |   1.0000  |
|  epoch 24 |   1.4049   |   0.1088   |  1.2961 |   1.0000  |
|  epoch 25 |   1.4510   |   0.1202   |  1.3307 |   1.0000  |
|  epoch 26 |   1.4073   |   0.1199   |  1.2874 |   1.0000  |
|  epoch 27 |   1.4610   |   0.1141   |  1.3468 |   1.0000  |
|  epoch 28 |   1.4199   |   0.1220   |  1.2979 |   1.0000  |
|  epoch 29 |   1.3953   |   0.1074   |  1.2879 |   1.0000  |
|  epoch 30 |   1.4035   |   0.1056   |  1.2979 |   1.0000  |
|  epoch 31 |   1.4511   |   0.1004   |  1.3507 |   1.0000  |
|  epoch 32 |   1.4452   |   0.1035   |  1.3416 |   1.0000  |
|  epoch 33 |   1.3139   |   0.1298   |  1.1841 |   1.0000  |
|  epoch 34 |   1.2561   |   0.1209   |  1.1353 |   1.0000  |
|  epoch 35 |   1.3264   |   0.1153   |  1.2110 |   1.0000  |
|  epoch 36 |   1.2777   |   0.1313   |  1.1464 |   1.0000  |
|  epoch 37 |   1.4948   |   0.1497   |  1.3451 |   1.0000  |
|  epoch 38 |   1.4192   |   0.1428   |  1.2764 |   1.0000  |
|  epoch 39 |   1.3533   |   0.1344   |  1.2189 |   1.0000  |
|  epoch 40 |   1.2885   |   0.1336   |  1.1549 |   1.0000  |
|  epoch 41 |   1.1753   |   0.1304   |  1.0449 |   1.0000  |
|  epoch 42 |   1.3338   |   0.1442   |  1.1897 |   1.0000  |
|  epoch 43 |   1.4774   |   0.1181   |  1.3592 |   1.0000  |
|  epoch 44 |   1.3729   |   0.1146   |  1.2583 |   1.0000  |
|  epoch 45 |   1.2808   |   0.1053   |  1.1754 |   1.0000  |
|  epoch 46 |   1.4398   |   0.1150   |  1.3248 |   1.0000  |
|  epoch 47 |   1.3401   |   0.1011   |  1.2390 |   1.0000  |
|  epoch 48 |   1.2391   |   0.1036   |  1.1355 |   1.0000  |
|  epoch 49 |   1.1876   |   0.1054   |  1.0822 |   1.0000  |
|  epoch 50 |   1.1962   |   0.1194   |  1.0768 |   1.0000  |
|  epoch 51 |   1.0633   |   0.1133   |  0.9500 |   1.0000  |
|  epoch 52 |   1.3486   |   0.1319   |  1.2167 |   1.0000  |
|  epoch 53 |   1.2565   |   0.1216   |  1.1349 |   1.0000  |
|  epoch 54 |   1.1027   |   0.1534   |  0.9493 |   1.0000  |
|  epoch 55 |   1.0758   |   0.1637   |  0.9120 |   1.0000  |
|  epoch 56 |   1.1049   |   0.1498   |  0.9551 |   1.0000  |
|  epoch 57 |   1.0071   |   0.1437   |  0.8633 |   1.0000  |
|  epoch 58 |   1.1908   |   0.1480   |  1.0429 |   1.0000  |
|  epoch 59 |   1.1254   |   0.1517   |  0.9737 |   1.0000  |
|  epoch 60 |   1.1671   |   0.1583   |  1.0088 |   1.0000  |
|  epoch 61 |   1.0224   |   0.1592   |  0.8632 |   1.0000  |
|  epoch 62 |   1.1074   |   0.1711   |  0.9364 |   1.0000  |
|  epoch 63 |   0.9867   |   0.1662   |  0.8205 |   1.0000  |
|  epoch 64 |   1.1244   |   0.1687   |  0.9556 |   1.0000  |
|  epoch 65 |   1.0496   |   0.1564   |  0.8932 |   1.0000  |
|  epoch 66 |   0.9617   |   0.1548   |  0.8069 |   1.0000  |
|  epoch 67 |   1.3570   |   0.1553   |  1.2017 |   1.0000  |
|  epoch 68 |   1.2051   |   0.1614   |  1.0436 |   1.0000  |
|  epoch 69 |   1.4090   |   0.1770   |  1.2320 |   1.0000  |
|  epoch 70 |   1.0168   |   0.1583   |  0.8585 |   1.0000  |
|  epoch 71 |   1.3257   |   0.1679   |  1.1578 |   1.0000  |
|  epoch 72 |   1.2489   |   0.1786   |  1.0703 |   1.0000  |
|  epoch 73 |   0.8372   |   0.1502   |  0.6870 |   1.0000  |
|  epoch 74 |   1.1223   |   0.1640   |  0.9584 |   1.0000  |
|  epoch 75 |   1.0538   |   0.1657   |  0.8881 |   1.0000  |
|  epoch 76 |   1.2631   |   0.1818   |  1.0813 |   1.0000  |
|  epoch 77 |   1.3371   |   0.1851   |  1.1521 |   1.0000  |
|  epoch 78 |   1.4764   |   0.1915   |  1.2848 |   1.0000  |
|  epoch 79 |   1.4130   |   0.1968   |  1.2162 |   1.0000  |
|  epoch 80 |   1.3551   |   0.1961   |  1.1589 |   1.0000  |
|  epoch 81 |   1.3862   |   0.1946   |  1.1915 |   1.0000  |
|  epoch 82 |   1.4270   |   0.2149   |  1.2120 |   1.0000  |
|  epoch 83 |   1.3107   |   0.2106   |  1.1001 |   1.0000  |
|  epoch 84 |   1.3378   |   0.2146   |  1.1232 |   1.0000  |
|  epoch 85 |   1.4831   |   0.2121   |  1.2711 |   1.0000  |
|  epoch 86 |   1.5193   |   0.2063   |  1.3130 |   1.0000  |
|  epoch 87 |   1.3230   |   0.2026   |  1.1204 |   1.0000  |
|  epoch 88 |   1.3933   |   0.2198   |  1.1735 |   1.0000  |
|  epoch 89 |   1.4157   |   0.2174   |  1.1983 |   1.0000  |
|  epoch 90 |   1.3884   |   0.2168   |  1.1716 |   1.0000  |
|  epoch 91 |   1.3729   |   0.2251   |  1.1478 |   1.0000  |
|  epoch 92 |   1.4269   |   0.2283   |  1.1986 |   1.0000  |
|  epoch 93 |   1.5104   |   0.2472   |  1.2632 |   1.0000  |
|  epoch 94 |   1.5110   |   0.2216   |  1.2894 |   1.0000  |
|  epoch 95 |   1.5516   |   0.2150   |  1.3365 |   1.0000  |
|  epoch 96 |   1.4488   |   0.2191   |  1.2297 |   1.0000  |
|  epoch 97 |   1.2703   |   0.2156   |  1.0546 |   1.0000  |
|  epoch 98 |   1.3617   |   0.2088   |  1.1529 |   1.0000  |
|  epoch 99 |   1.4012   |   0.2213   |  1.1799 |   1.0000  |
| epoch 100 |   1.3143   |   0.2275   |  1.0868 |   1.0000  |
+-----------+------------+------------+---------+-----------+
