+-----------+------------+
|  # Epoch  | Train_loss |
+-----------+------------+
|  epoch 1  |   0.4241   |
|  epoch 2  |   0.3005   |
|  epoch 3  |   0.2448   |
|  epoch 4  |   0.2139   |
|  epoch 5  |   0.1938   |
|  epoch 6  |   0.1768   |
|  epoch 7  |   0.1582   |
|  epoch 8  |   0.1455   |
|  epoch 9  |   0.1293   |
|  epoch 10 |   0.1194   |
|  epoch 11 |   0.1072   |
|  epoch 12 |   0.0928   |
|  epoch 13 |   0.0858   |
|  epoch 14 |   0.0770   |
|  epoch 15 |   0.0729   |
|  epoch 16 |   0.0650   |
|  epoch 17 |   0.0599   |
|  epoch 18 |   0.0529   |
|  epoch 19 |   0.0485   |
|  epoch 20 |   0.0446   |
|  epoch 21 |   0.0424   |
|  epoch 22 |   0.0402   |
|  epoch 23 |   0.0371   |
|  epoch 24 |   0.0357   |
|  epoch 25 |   0.0340   |
|  epoch 26 |   0.0309   |
|  epoch 27 |   0.0311   |
|  epoch 28 |   0.0283   |
|  epoch 29 |   0.0275   |
|  epoch 30 |   0.0280   |
|  epoch 31 |   0.0260   |
|  epoch 32 |   0.0219   |
|  epoch 33 |   0.0237   |
|  epoch 34 |   0.0234   |
|  epoch 35 |   0.0219   |
|  epoch 36 |   0.0219   |
|  epoch 37 |   0.0218   |
|  epoch 38 |   0.0196   |
|  epoch 39 |   0.0176   |
|  epoch 40 |   0.0210   |
|  epoch 41 |   0.0191   |
|  epoch 42 |   0.0174   |
|  epoch 43 |   0.0178   |
|  epoch 44 |   0.0186   |
|  epoch 45 |   0.0181   |
|  epoch 46 |   0.0160   |
|  epoch 47 |   0.0179   |
|  epoch 48 |   0.0165   |
|  epoch 49 |   0.0142   |
|  epoch 50 |   0.0159   |
|  epoch 51 |   0.0153   |
|  epoch 52 |   0.0148   |
|  epoch 53 |   0.0157   |
|  epoch 54 |   0.0136   |
|  epoch 55 |   0.0135   |
|  epoch 56 |   0.0142   |
|  epoch 57 |   0.0154   |
|  epoch 58 |   0.0137   |
|  epoch 59 |   0.0121   |
|  epoch 60 |   0.0136   |
|  epoch 61 |   0.0140   |
|  epoch 62 |   0.0128   |
|  epoch 63 |   0.0116   |
|  epoch 64 |   0.0122   |
|  epoch 65 |   0.0116   |
|  epoch 66 |   0.0136   |
|  epoch 67 |   0.0123   |
|  epoch 68 |   0.0109   |
|  epoch 69 |   0.0117   |
|  epoch 70 |   0.0114   |
|  epoch 71 |   0.0117   |
|  epoch 72 |   0.0111   |
|  epoch 73 |   0.0114   |
|  epoch 74 |   0.0129   |
|  epoch 75 |   0.0100   |
|  epoch 76 |   0.0118   |
|  epoch 77 |   0.0111   |
|  epoch 78 |   0.0097   |
|  epoch 79 |   0.0099   |
|  epoch 80 |   0.0101   |
|  epoch 81 |   0.0103   |
|  epoch 82 |   0.0109   |
|  epoch 83 |   0.0089   |
|  epoch 84 |   0.0113   |
|  epoch 85 |   0.0105   |
|  epoch 86 |   0.0105   |
|  epoch 87 |   0.0100   |
|  epoch 88 |   0.0092   |
|  epoch 89 |   0.0101   |
|  epoch 90 |   0.0092   |
|  epoch 91 |   0.0097   |
|  epoch 92 |   0.0087   |
|  epoch 93 |   0.0087   |
|  epoch 94 |   0.0100   |
|  epoch 95 |   0.0088   |
|  epoch 96 |   0.0094   |
|  epoch 97 |   0.0084   |
|  epoch 98 |   0.0085   |
|  epoch 99 |   0.0102   |
| epoch 100 |   0.0084   |
+-----------+------------+
