+-----------+------------+
|  # Epoch  | Train_loss |
+-----------+------------+
|  epoch 1  |   0.4082   |
|  epoch 2  |   0.2841   |
|  epoch 3  |   0.2362   |
|  epoch 4  |   0.2055   |
|  epoch 5  |   0.1873   |
|  epoch 6  |   0.1755   |
|  epoch 7  |   0.1583   |
|  epoch 8  |   0.1472   |
|  epoch 9  |   0.1299   |
|  epoch 10 |   0.1238   |
|  epoch 11 |   0.1098   |
|  epoch 12 |   0.1002   |
|  epoch 13 |   0.0899   |
|  epoch 14 |   0.0812   |
|  epoch 15 |   0.0706   |
|  epoch 16 |   0.0642   |
|  epoch 17 |   0.0605   |
|  epoch 18 |   0.0546   |
|  epoch 19 |   0.0521   |
|  epoch 20 |   0.0463   |
|  epoch 21 |   0.0425   |
|  epoch 22 |   0.0382   |
|  epoch 23 |   0.0364   |
|  epoch 24 |   0.0346   |
|  epoch 25 |   0.0323   |
|  epoch 26 |   0.0307   |
|  epoch 27 |   0.0289   |
|  epoch 28 |   0.0254   |
|  epoch 29 |   0.0288   |
|  epoch 30 |   0.0254   |
|  epoch 31 |   0.0205   |
|  epoch 32 |   0.0208   |
|  epoch 33 |   0.0230   |
|  epoch 34 |   0.0193   |
|  epoch 35 |   0.0217   |
|  epoch 36 |   0.0197   |
|  epoch 37 |   0.0179   |
|  epoch 38 |   0.0179   |
|  epoch 39 |   0.0215   |
|  epoch 40 |   0.0139   |
|  epoch 41 |   0.0151   |
|  epoch 42 |   0.0147   |
|  epoch 43 |   0.0160   |
|  epoch 44 |   0.0164   |
|  epoch 45 |   0.0164   |
|  epoch 46 |   0.0155   |
|  epoch 47 |   0.0157   |
|  epoch 48 |   0.0150   |
|  epoch 49 |   0.0129   |
|  epoch 50 |   0.0130   |
|  epoch 51 |   0.0132   |
|  epoch 52 |   0.0139   |
|  epoch 53 |   0.0131   |
|  epoch 54 |   0.0116   |
|  epoch 55 |   0.0113   |
|  epoch 56 |   0.0131   |
|  epoch 57 |   0.0106   |
|  epoch 58 |   0.0117   |
|  epoch 59 |   0.0114   |
|  epoch 60 |   0.0121   |
|  epoch 61 |   0.0107   |
|  epoch 62 |   0.0113   |
|  epoch 63 |   0.0101   |
|  epoch 64 |   0.0104   |
|  epoch 65 |   0.0102   |
|  epoch 66 |   0.0099   |
|  epoch 67 |   0.0082   |
|  epoch 68 |   0.0108   |
|  epoch 69 |   0.0095   |
|  epoch 70 |   0.0112   |
|  epoch 71 |   0.0087   |
|  epoch 72 |   0.0093   |
|  epoch 73 |   0.0097   |
|  epoch 74 |   0.0071   |
|  epoch 75 |   0.0105   |
|  epoch 76 |   0.0093   |
|  epoch 77 |   0.0082   |
|  epoch 78 |   0.0105   |
|  epoch 79 |   0.0088   |
|  epoch 80 |   0.0098   |
|  epoch 81 |   0.0085   |
|  epoch 82 |   0.0084   |
|  epoch 83 |   0.0089   |
|  epoch 84 |   0.0081   |
|  epoch 85 |   0.0083   |
|  epoch 86 |   0.0074   |
|  epoch 87 |   0.0095   |
|  epoch 88 |   0.0071   |
|  epoch 89 |   0.0077   |
|  epoch 90 |   0.0068   |
|  epoch 91 |   0.0074   |
|  epoch 92 |   0.0060   |
|  epoch 93 |   0.0074   |
|  epoch 94 |   0.0097   |
|  epoch 95 |   0.0075   |
|  epoch 96 |   0.0077   |
|  epoch 97 |   0.0055   |
|  epoch 98 |   0.0074   |
|  epoch 99 |   0.0083   |
| epoch 100 |   0.0080   |
+-----------+------------+
