+-----------+------------+
|  # Epoch  | Train_loss |
+-----------+------------+
|  epoch 1  |   0.4478   |
|  epoch 2  |   0.2539   |
|  epoch 3  |   0.2111   |
|  epoch 4  |   0.1874   |
|  epoch 5  |   0.1636   |
|  epoch 6  |   0.1432   |
|  epoch 7  |   0.1309   |
|  epoch 8  |   0.1200   |
|  epoch 9  |   0.1048   |
|  epoch 10 |   0.0965   |
|  epoch 11 |   0.0864   |
|  epoch 12 |   0.0779   |
|  epoch 13 |   0.0707   |
|  epoch 14 |   0.0590   |
|  epoch 15 |   0.0538   |
|  epoch 16 |   0.0521   |
|  epoch 17 |   0.0429   |
|  epoch 18 |   0.0408   |
|  epoch 19 |   0.0370   |
|  epoch 20 |   0.0344   |
|  epoch 21 |   0.0317   |
|  epoch 22 |   0.0290   |
|  epoch 23 |   0.0262   |
|  epoch 24 |   0.0269   |
|  epoch 25 |   0.0216   |
|  epoch 26 |   0.0225   |
|  epoch 27 |   0.0193   |
|  epoch 28 |   0.0213   |
|  epoch 29 |   0.0212   |
|  epoch 30 |   0.0176   |
|  epoch 31 |   0.0193   |
|  epoch 32 |   0.0163   |
|  epoch 33 |   0.0133   |
|  epoch 34 |   0.0148   |
|  epoch 35 |   0.0174   |
|  epoch 36 |   0.0148   |
|  epoch 37 |   0.0146   |
|  epoch 38 |   0.0154   |
|  epoch 39 |   0.0144   |
|  epoch 40 |   0.0113   |
|  epoch 41 |   0.0108   |
|  epoch 42 |   0.0114   |
|  epoch 43 |   0.0094   |
|  epoch 44 |   0.0130   |
|  epoch 45 |   0.0169   |
|  epoch 46 |   0.0086   |
|  epoch 47 |   0.0122   |
|  epoch 48 |   0.0085   |
|  epoch 49 |   0.0090   |
|  epoch 50 |   0.0130   |
|  epoch 51 |   0.0105   |
|  epoch 52 |   0.0113   |
|  epoch 53 |   0.0049   |
|  epoch 54 |   0.0071   |
|  epoch 55 |   0.0087   |
|  epoch 56 |   0.0093   |
|  epoch 57 |   0.0070   |
|  epoch 58 |   0.0072   |
|  epoch 59 |   0.0108   |
|  epoch 60 |   0.0052   |
|  epoch 61 |   0.0063   |
|  epoch 62 |   0.0087   |
|  epoch 63 |   0.0108   |
|  epoch 64 |   0.0069   |
|  epoch 65 |   0.0068   |
|  epoch 66 |   0.0075   |
|  epoch 67 |   0.0079   |
|  epoch 68 |   0.0070   |
|  epoch 69 |   0.0082   |
|  epoch 70 |   0.0067   |
|  epoch 71 |   0.0053   |
|  epoch 72 |   0.0069   |
|  epoch 73 |   0.0069   |
|  epoch 74 |   0.0060   |
|  epoch 75 |   0.0073   |
|  epoch 76 |   0.0058   |
|  epoch 77 |   0.0070   |
|  epoch 78 |   0.0059   |
|  epoch 79 |   0.0031   |
|  epoch 80 |   0.0049   |
|  epoch 81 |   0.0086   |
|  epoch 82 |   0.0073   |
|  epoch 83 |   0.0058   |
|  epoch 84 |   0.0041   |
|  epoch 85 |   0.0050   |
|  epoch 86 |   0.0059   |
|  epoch 87 |   0.0080   |
|  epoch 88 |   0.0061   |
|  epoch 89 |   0.0054   |
|  epoch 90 |   0.0052   |
|  epoch 91 |   0.0052   |
|  epoch 92 |   0.0054   |
|  epoch 93 |   0.0051   |
|  epoch 94 |   0.0061   |
|  epoch 95 |   0.0034   |
|  epoch 96 |   0.0033   |
|  epoch 97 |   0.0056   |
|  epoch 98 |   0.0049   |
|  epoch 99 |   0.0043   |
| epoch 100 |   0.0068   |
+-----------+------------+
