+-----------+------------+------------+---------+-----------+
|  # Epoch  | Train_loss | Model_loss | DA_loss | Lambda_DA |
|  epoch 34 |   1.4195   |   0.1227   |  1.2969 |   1.0000  |
|  epoch 35 |   1.3679   |   0.1134   |  1.2545 |   1.0000  |
|  epoch 36 |   1.3488   |   0.1034   |  1.2454 |   1.0000  |
|  epoch 37 |   1.3112   |   0.0993   |  1.2119 |   1.0000  |
|  epoch 38 |   1.3088   |   0.1128   |  1.1960 |   1.0000  |
|  epoch 39 |   1.2950   |   0.1566   |  1.1384 |   1.0000  |
|  epoch 40 |   1.2555   |   0.1350   |  1.1206 |   1.0000  |
|  epoch 41 |   1.1914   |   0.1280   |  1.0635 |   1.0000  |
|  epoch 42 |   1.4443   |   0.1634   |  1.2808 |   1.0000  |
|  epoch 43 |   1.4441   |   0.1904   |  1.2537 |   1.0000  |
|  epoch 44 |   1.4363   |   0.1602   |  1.2761 |   1.0000  |
|  epoch 45 |   1.4026   |   0.1480   |  1.2546 |   1.0000  |
|  epoch 46 |   1.4456   |   0.1492   |  1.2965 |   1.0000  |
|  epoch 47 |   1.3993   |   0.1593   |  1.2400 |   1.0000  |
|  epoch 48 |   1.3000   |   0.1336   |  1.1664 |   1.0000  |
|  epoch 49 |   1.3575   |   0.1279   |  1.2295 |   1.0000  |
|  epoch 50 |   1.3726   |   0.1240   |  1.2486 |   1.0000  |
|  epoch 51 |   1.1738   |   0.1351   |  1.0387 |   1.0000  |
|  epoch 52 |   1.3956   |   0.1260   |  1.2696 |   1.0000  |
|  epoch 53 |   1.3038   |   0.1442   |  1.1597 |   1.0000  |
|  epoch 54 |   1.2947   |   0.1280   |  1.1667 |   1.0000  |
|  epoch 55 |   1.4480   |   0.1425   |  1.3054 |   1.0000  |
|  epoch 56 |   1.3991   |   0.1360   |  1.2631 |   1.0000  |
|  epoch 57 |   1.4080   |   0.1236   |  1.2844 |   1.0000  |
|  epoch 58 |   1.3420   |   0.1289   |  1.2132 |   1.0000  |
|  epoch 59 |   1.4131   |   0.1303   |  1.2829 |   1.0000  |
|  epoch 60 |   1.4459   |   0.1215   |  1.3244 |   1.0000  |
|  epoch 61 |   1.3628   |   0.1263   |  1.2364 |   1.0000  |
|  epoch 62 |   1.3038   |   0.1209   |  1.1829 |   1.0000  |
|  epoch 63 |   1.3291   |   0.1135   |  1.2156 |   1.0000  |
|  epoch 64 |   1.4656   |   0.1128   |  1.3528 |   1.0000  |
|  epoch 65 |   1.2749   |   0.1081   |  1.1668 |   1.0000  |
|  epoch 66 |   1.2749   |   0.1310   |  1.1438 |   1.0000  |
|  epoch 67 |   1.3276   |   0.1207   |  1.2069 |   1.0000  |
|  epoch 68 |   1.3626   |   0.1107   |  1.2519 |   1.0000  |
|  epoch 69 |   1.2819   |   0.1279   |  1.1541 |   1.0000  |
|  epoch 70 |   1.3837   |   0.1449   |  1.2388 |   1.0000  |
|  epoch 71 |   1.4705   |   0.1280   |  1.3426 |   1.0000  |
|  epoch 72 |   1.3187   |   0.1252   |  1.1935 |   1.0000  |
|  epoch 73 |   1.2778   |   0.1235   |  1.1543 |   1.0000  |
|  epoch 74 |   1.2467   |   0.1179   |  1.1288 |   1.0000  |
|  epoch 75 |   1.3216   |   0.1215   |  1.2001 |   1.0000  |
|  epoch 76 |   1.2050   |   0.1300   |  1.0750 |   1.0000  |
|  epoch 77 |   1.2572   |   0.1296   |  1.1276 |   1.0000  |
|  epoch 78 |   1.1863   |   0.1261   |  1.0602 |   1.0000  |
|  epoch 79 |   1.1556   |   0.1321   |  1.0235 |   1.0000  |
|  epoch 80 |   1.1997   |   0.1354   |  1.0643 |   1.0000  |
|  epoch 81 |   1.1425   |   0.1398   |  1.0027 |   1.0000  |
|  epoch 82 |   1.2489   |   0.1593   |  1.0896 |   1.0000  |
|  epoch 83 |   1.3309   |   0.1578   |  1.1732 |   1.0000  |
|  epoch 84 |   1.3780   |   0.1681   |  1.2099 |   1.0000  |
|  epoch 85 |   1.2728   |   0.1474   |  1.1254 |   1.0000  |
|  epoch 86 |   1.2013   |   0.1538   |  1.0476 |   1.0000  |
|  epoch 87 |   1.3416   |   0.1571   |  1.1845 |   1.0000  |
|  epoch 88 |   1.1601   |   0.1592   |  1.0009 |   1.0000  |
|  epoch 89 |   1.1080   |   0.1571   |  0.9509 |   1.0000  |
|  epoch 90 |   1.2140   |   0.1609   |  1.0531 |   1.0000  |
|  epoch 91 |   1.0931   |   0.1554   |  0.9377 |   1.0000  |
|  epoch 92 |   1.3411   |   0.1701   |  1.1710 |   1.0000  |
|  epoch 93 |   1.2905   |   0.1765   |  1.1139 |   1.0000  |
|  epoch 94 |   1.2832   |   0.1689   |  1.1142 |   1.0000  |
|  epoch 95 |   1.2440   |   0.1715   |  1.0725 |   1.0000  |
|  epoch 96 |   1.2213   |   0.1689   |  1.0524 |   1.0000  |
|  epoch 97 |   1.2784   |   0.1905   |  1.0879 |   1.0000  |
|  epoch 98 |   1.3179   |   0.1753   |  1.1426 |   1.0000  |
|  epoch 99 |   1.2750   |   0.1729   |  1.1021 |   1.0000  |
| epoch 100 |   1.1822   |   0.1668   |  1.0154 |   1.0000  |
+-----------+------------+------------+---------+-----------+
