+-----------+------------+
|  # Epoch  | Train_loss |
+-----------+------------+
|  epoch 1  |   0.4598   |
|  epoch 2  |   0.2991   |
|  epoch 3  |   0.2501   |
|  epoch 4  |   0.2247   |
|  epoch 5  |   0.1936   |
|  epoch 6  |   0.1788   |
|  epoch 7  |   0.1566   |
|  epoch 8  |   0.1400   |
|  epoch 9  |   0.1274   |
|  epoch 10 |   0.1147   |
|  epoch 11 |   0.1038   |
|  epoch 12 |   0.0908   |
|  epoch 13 |   0.0798   |
|  epoch 14 |   0.0728   |
|  epoch 15 |   0.0651   |
|  epoch 16 |   0.0635   |
|  epoch 17 |   0.0523   |
|  epoch 18 |   0.0463   |
|  epoch 19 |   0.0464   |
|  epoch 20 |   0.0398   |
|  epoch 21 |   0.0370   |
|  epoch 22 |   0.0351   |
|  epoch 23 |   0.0333   |
|  epoch 24 |   0.0317   |
|  epoch 25 |   0.0275   |
|  epoch 26 |   0.0314   |
|  epoch 27 |   0.0249   |
|  epoch 28 |   0.0265   |
|  epoch 29 |   0.0244   |
|  epoch 30 |   0.0218   |
|  epoch 31 |   0.0194   |
|  epoch 32 |   0.0179   |
|  epoch 33 |   0.0223   |
|  epoch 34 |   0.0208   |
|  epoch 35 |   0.0172   |
|  epoch 36 |   0.0172   |
|  epoch 37 |   0.0150   |
|  epoch 38 |   0.0132   |
|  epoch 39 |   0.0198   |
|  epoch 40 |   0.0129   |
|  epoch 41 |   0.0170   |
|  epoch 42 |   0.0144   |
|  epoch 43 |   0.0131   |
|  epoch 44 |   0.0142   |
|  epoch 45 |   0.0140   |
|  epoch 46 |   0.0163   |
|  epoch 47 |   0.0130   |
|  epoch 48 |   0.0125   |
|  epoch 49 |   0.0118   |
|  epoch 50 |   0.0141   |
|  epoch 51 |   0.0111   |
|  epoch 52 |   0.0119   |
|  epoch 53 |   0.0117   |
|  epoch 54 |   0.0122   |
|  epoch 55 |   0.0107   |
|  epoch 56 |   0.0086   |
|  epoch 57 |   0.0119   |
|  epoch 58 |   0.0107   |
|  epoch 59 |   0.0127   |
|  epoch 60 |   0.0095   |
|  epoch 61 |   0.0069   |
|  epoch 62 |   0.0124   |
|  epoch 63 |   0.0083   |
|  epoch 64 |   0.0087   |
|  epoch 65 |   0.0082   |
|  epoch 66 |   0.0100   |
|  epoch 67 |   0.0072   |
|  epoch 68 |   0.0084   |
|  epoch 69 |   0.0108   |
|  epoch 70 |   0.0080   |
|  epoch 71 |   0.0067   |
|  epoch 72 |   0.0075   |
|  epoch 73 |   0.0108   |
|  epoch 74 |   0.0075   |
|  epoch 75 |   0.0071   |
|  epoch 76 |   0.0058   |
|  epoch 77 |   0.0075   |
|  epoch 78 |   0.0086   |
|  epoch 79 |   0.0080   |
|  epoch 80 |   0.0067   |
|  epoch 81 |   0.0075   |
|  epoch 82 |   0.0096   |
|  epoch 83 |   0.0060   |
|  epoch 84 |   0.0050   |
|  epoch 85 |   0.0069   |
|  epoch 86 |   0.0074   |
|  epoch 87 |   0.0050   |
|  epoch 88 |   0.0060   |
|  epoch 89 |   0.0088   |
|  epoch 90 |   0.0071   |
|  epoch 91 |   0.0061   |
|  epoch 92 |   0.0070   |
|  epoch 93 |   0.0069   |
|  epoch 94 |   0.0083   |
|  epoch 95 |   0.0060   |
|  epoch 96 |   0.0046   |
|  epoch 97 |   0.0049   |
|  epoch 98 |   0.0087   |
|  epoch 99 |   0.0068   |
| epoch 100 |   0.0067   |
+-----------+------------+
