+-----------+------------+
|  # Epoch  | Train_loss |
+-----------+------------+
|  epoch 1  |   0.4198   |
|  epoch 2  |   0.2972   |
|  epoch 3  |   0.2468   |
|  epoch 4  |   0.2179   |
|  epoch 5  |   0.2037   |
|  epoch 6  |   0.1845   |
|  epoch 7  |   0.1703   |
|  epoch 8  |   0.1571   |
|  epoch 9  |   0.1451   |
|  epoch 10 |   0.1300   |
|  epoch 11 |   0.1172   |
|  epoch 12 |   0.1056   |
|  epoch 13 |   0.0935   |
|  epoch 14 |   0.0871   |
|  epoch 15 |   0.0766   |
|  epoch 16 |   0.0725   |
|  epoch 17 |   0.0666   |
|  epoch 18 |   0.0590   |
|  epoch 19 |   0.0521   |
|  epoch 20 |   0.0463   |
|  epoch 21 |   0.0455   |
|  epoch 22 |   0.0450   |
|  epoch 23 |   0.0392   |
|  epoch 24 |   0.0367   |
|  epoch 25 |   0.0333   |
|  epoch 26 |   0.0335   |
|  epoch 27 |   0.0312   |
|  epoch 28 |   0.0271   |
|  epoch 29 |   0.0293   |
|  epoch 30 |   0.0270   |
|  epoch 31 |   0.0236   |
|  epoch 32 |   0.0257   |
|  epoch 33 |   0.0220   |
|  epoch 34 |   0.0214   |
|  epoch 35 |   0.0217   |
|  epoch 36 |   0.0203   |
|  epoch 37 |   0.0186   |
|  epoch 38 |   0.0219   |
|  epoch 39 |   0.0185   |
|  epoch 40 |   0.0185   |
|  epoch 41 |   0.0170   |
|  epoch 42 |   0.0170   |
|  epoch 43 |   0.0166   |
|  epoch 44 |   0.0173   |
|  epoch 45 |   0.0147   |
|  epoch 46 |   0.0153   |
|  epoch 47 |   0.0156   |
|  epoch 48 |   0.0143   |
|  epoch 49 |   0.0167   |
|  epoch 50 |   0.0140   |
|  epoch 51 |   0.0133   |
|  epoch 52 |   0.0127   |
|  epoch 53 |   0.0137   |
|  epoch 54 |   0.0132   |
|  epoch 55 |   0.0119   |
|  epoch 56 |   0.0121   |
|  epoch 57 |   0.0120   |
|  epoch 58 |   0.0118   |
|  epoch 59 |   0.0133   |
|  epoch 60 |   0.0112   |
|  epoch 61 |   0.0132   |
|  epoch 62 |   0.0107   |
|  epoch 63 |   0.0105   |
|  epoch 64 |   0.0102   |
|  epoch 65 |   0.0105   |
|  epoch 66 |   0.0122   |
|  epoch 67 |   0.0114   |
|  epoch 68 |   0.0090   |
|  epoch 69 |   0.0096   |
|  epoch 70 |   0.0107   |
|  epoch 71 |   0.0105   |
|  epoch 72 |   0.0098   |
|  epoch 73 |   0.0095   |
|  epoch 74 |   0.0089   |
|  epoch 75 |   0.0123   |
|  epoch 76 |   0.0092   |
|  epoch 77 |   0.0080   |
|  epoch 78 |   0.0085   |
|  epoch 79 |   0.0095   |
|  epoch 80 |   0.0085   |
|  epoch 81 |   0.0101   |
|  epoch 82 |   0.0094   |
|  epoch 83 |   0.0080   |
|  epoch 84 |   0.0073   |
|  epoch 85 |   0.0095   |
|  epoch 86 |   0.0083   |
|  epoch 87 |   0.0094   |
|  epoch 88 |   0.0075   |
|  epoch 89 |   0.0075   |
|  epoch 90 |   0.0074   |
|  epoch 91 |   0.0073   |
|  epoch 92 |   0.0094   |
|  epoch 93 |   0.0081   |
|  epoch 94 |   0.0082   |
|  epoch 95 |   0.0078   |
|  epoch 96 |   0.0067   |
|  epoch 97 |   0.0079   |
|  epoch 98 |   0.0061   |
|  epoch 99 |   0.0085   |
| epoch 100 |   0.0085   |
+-----------+------------+
