+-----------+------------+
|  # Epoch  | Train_loss |
+-----------+------------+
|  epoch 1  |   0.4071   |
|  epoch 2  |   0.2854   |
|  epoch 3  |   0.2412   |
|  epoch 4  |   0.2183   |
|  epoch 5  |   0.1973   |
|  epoch 6  |   0.1832   |
|  epoch 7  |   0.1664   |
|  epoch 8  |   0.1506   |
|  epoch 9  |   0.1388   |
|  epoch 10 |   0.1265   |
|  epoch 11 |   0.1132   |
|  epoch 12 |   0.1037   |
|  epoch 13 |   0.0922   |
|  epoch 14 |   0.0839   |
|  epoch 15 |   0.0763   |
|  epoch 16 |   0.0697   |
|  epoch 17 |   0.0619   |
|  epoch 18 |   0.0572   |
|  epoch 19 |   0.0505   |
|  epoch 20 |   0.0481   |
|  epoch 21 |   0.0392   |
|  epoch 22 |   0.0430   |
|  epoch 23 |   0.0409   |
|  epoch 24 |   0.0367   |
|  epoch 25 |   0.0327   |
|  epoch 26 |   0.0342   |
|  epoch 27 |   0.0322   |
|  epoch 28 |   0.0316   |
|  epoch 29 |   0.0273   |
|  epoch 30 |   0.0276   |
|  epoch 31 |   0.0272   |
|  epoch 32 |   0.0234   |
|  epoch 33 |   0.0225   |
|  epoch 34 |   0.0235   |
|  epoch 35 |   0.0237   |
|  epoch 36 |   0.0223   |
|  epoch 37 |   0.0196   |
|  epoch 38 |   0.0202   |
|  epoch 39 |   0.0185   |
|  epoch 40 |   0.0185   |
|  epoch 41 |   0.0172   |
|  epoch 42 |   0.0200   |
|  epoch 43 |   0.0170   |
|  epoch 44 |   0.0164   |
|  epoch 45 |   0.0156   |
|  epoch 46 |   0.0144   |
|  epoch 47 |   0.0154   |
|  epoch 48 |   0.0158   |
|  epoch 49 |   0.0138   |
|  epoch 50 |   0.0148   |
|  epoch 51 |   0.0149   |
|  epoch 52 |   0.0144   |
|  epoch 53 |   0.0126   |
|  epoch 54 |   0.0139   |
|  epoch 55 |   0.0153   |
|  epoch 56 |   0.0118   |
|  epoch 57 |   0.0118   |
|  epoch 58 |   0.0106   |
|  epoch 59 |   0.0136   |
|  epoch 60 |   0.0124   |
|  epoch 61 |   0.0115   |
|  epoch 62 |   0.0104   |
|  epoch 63 |   0.0117   |
|  epoch 64 |   0.0122   |
|  epoch 65 |   0.0123   |
|  epoch 66 |   0.0138   |
|  epoch 67 |   0.0105   |
|  epoch 68 |   0.0095   |
|  epoch 69 |   0.0107   |
|  epoch 70 |   0.0115   |
|  epoch 71 |   0.0115   |
|  epoch 72 |   0.0101   |
|  epoch 73 |   0.0085   |
|  epoch 74 |   0.0114   |
|  epoch 75 |   0.0090   |
|  epoch 76 |   0.0115   |
|  epoch 77 |   0.0097   |
|  epoch 78 |   0.0087   |
|  epoch 79 |   0.0100   |
|  epoch 80 |   0.0105   |
|  epoch 81 |   0.0090   |
|  epoch 82 |   0.0080   |
|  epoch 83 |   0.0097   |
|  epoch 84 |   0.0096   |
|  epoch 85 |   0.0091   |
|  epoch 86 |   0.0092   |
|  epoch 87 |   0.0077   |
|  epoch 88 |   0.0095   |
|  epoch 89 |   0.0090   |
|  epoch 90 |   0.0072   |
|  epoch 91 |   0.0080   |
|  epoch 92 |   0.0072   |
|  epoch 93 |   0.0101   |
|  epoch 94 |   0.0092   |
|  epoch 95 |   0.0065   |
|  epoch 96 |   0.0082   |
|  epoch 97 |   0.0094   |
|  epoch 98 |   0.0083   |
|  epoch 99 |   0.0078   |
| epoch 100 |   0.0087   |
+-----------+------------+
