+-----------+------------+------------+---------+-----------+
|  # Epoch  | Train_loss | Model_loss | DA_loss | Lambda_DA |
|  epoch 31 |   1.4345   |   0.0595   |  1.3750 |   1.0000  |
|  epoch 32 |   1.4581   |   0.0799   |  1.3782 |   1.0000  |
|  epoch 33 |   1.4541   |   0.0694   |  1.3847 |   1.0000  |
|  epoch 34 |   1.4047   |   0.0632   |  1.3415 |   1.0000  |
|  epoch 35 |   1.4226   |   0.0551   |  1.3674 |   1.0000  |
|  epoch 36 |   1.4286   |   0.0516   |  1.3770 |   1.0000  |
|  epoch 37 |   1.4217   |   0.0471   |  1.3746 |   1.0000  |
|  epoch 38 |   1.4075   |   0.0488   |  1.3587 |   1.0000  |
|  epoch 39 |   1.4288   |   0.0535   |  1.3754 |   1.0000  |
|  epoch 40 |   1.4204   |   0.0445   |  1.3759 |   1.0000  |
|  epoch 41 |   1.4212   |   0.0460   |  1.3753 |   1.0000  |
|  epoch 42 |   1.4243   |   0.0453   |  1.3790 |   1.0000  |
|  epoch 43 |   1.4179   |   0.0385   |  1.3794 |   1.0000  |
|  epoch 44 |   1.4003   |   0.0408   |  1.3595 |   1.0000  |
|  epoch 45 |   1.3967   |   0.0457   |  1.3510 |   1.0000  |
|  epoch 46 |   1.3941   |   0.0531   |  1.3410 |   1.0000  |
|  epoch 47 |   1.4061   |   0.0529   |  1.3532 |   1.0000  |
|  epoch 48 |   1.4171   |   0.0512   |  1.3659 |   1.0000  |
|  epoch 49 |   1.4043   |   0.0528   |  1.3515 |   1.0000  |
|  epoch 50 |   1.4234   |   0.0610   |  1.3623 |   1.0000  |
|  epoch 51 |   1.4165   |   0.0518   |  1.3647 |   1.0000  |
|  epoch 52 |   1.3963   |   0.0543   |  1.3420 |   1.0000  |
|  epoch 53 |   1.3960   |   0.0537   |  1.3423 |   1.0000  |
|  epoch 54 |   1.4058   |   0.0509   |  1.3549 |   1.0000  |
|  epoch 55 |   1.4071   |   0.0504   |  1.3568 |   1.0000  |
|  epoch 56 |   1.3682   |   0.0604   |  1.3078 |   1.0000  |
|  epoch 57 |   1.4140   |   0.0612   |  1.3529 |   1.0000  |
|  epoch 58 |   1.4113   |   0.0578   |  1.3535 |   1.0000  |
|  epoch 59 |   1.4254   |   0.0664   |  1.3591 |   1.0000  |
|  epoch 60 |   1.3909   |   0.0697   |  1.3212 |   1.0000  |
|  epoch 61 |   1.4245   |   0.0679   |  1.3565 |   1.0000  |
|  epoch 62 |   1.3969   |   0.0706   |  1.3263 |   1.0000  |
|  epoch 63 |   1.3962   |   0.0670   |  1.3292 |   1.0000  |
|  epoch 64 |   1.4278   |   0.0630   |  1.3648 |   1.0000  |
|  epoch 65 |   1.4100   |   0.0585   |  1.3515 |   1.0000  |
|  epoch 66 |   1.4049   |   0.0674   |  1.3375 |   1.0000  |
|  epoch 67 |   1.4323   |   0.0700   |  1.3623 |   1.0000  |
|  epoch 68 |   1.4338   |   0.0659   |  1.3680 |   1.0000  |
|  epoch 69 |   1.4421   |   0.0644   |  1.3777 |   1.0000  |
|  epoch 70 |   1.4422   |   0.0727   |  1.3695 |   1.0000  |
|  epoch 71 |   1.4132   |   0.0728   |  1.3404 |   1.0000  |
|  epoch 72 |   1.4047   |   0.0808   |  1.3239 |   1.0000  |
|  epoch 73 |   1.3758   |   0.0793   |  1.2965 |   1.0000  |
|  epoch 74 |   1.4286   |   0.0785   |  1.3501 |   1.0000  |
|  epoch 75 |   1.3745   |   0.0789   |  1.2957 |   1.0000  |
|  epoch 76 |   1.4007   |   0.0858   |  1.3149 |   1.0000  |
|  epoch 77 |   1.4216   |   0.0898   |  1.3318 |   1.0000  |
|  epoch 78 |   1.4233   |   0.0763   |  1.3469 |   1.0000  |
|  epoch 79 |   1.4263   |   0.0779   |  1.3484 |   1.0000  |
|  epoch 80 |   1.4283   |   0.0743   |  1.3540 |   1.0000  |
|  epoch 81 |   1.4216   |   0.0717   |  1.3498 |   1.0000  |
|  epoch 82 |   1.4271   |   0.0700   |  1.3571 |   1.0000  |
|  epoch 83 |   1.4163   |   0.0728   |  1.3435 |   1.0000  |
|  epoch 84 |   1.3914   |   0.0743   |  1.3171 |   1.0000  |
|  epoch 85 |   1.4081   |   0.0858   |  1.3224 |   1.0000  |
|  epoch 86 |   1.4204   |   0.0859   |  1.3345 |   1.0000  |
|  epoch 87 |   1.4262   |   0.0872   |  1.3390 |   1.0000  |
|  epoch 88 |   1.4610   |   0.0978   |  1.3631 |   1.0000  |
|  epoch 89 |   1.4215   |   0.1010   |  1.3205 |   1.0000  |
|  epoch 90 |   1.4440   |   0.0975   |  1.3466 |   1.0000  |
|  epoch 91 |   1.4205   |   0.0903   |  1.3302 |   1.0000  |
|  epoch 92 |   1.4120   |   0.0881   |  1.3238 |   1.0000  |
|  epoch 93 |   1.4240   |   0.0923   |  1.3317 |   1.0000  |
|  epoch 94 |   1.4064   |   0.0931   |  1.3132 |   1.0000  |
|  epoch 95 |   1.4017   |   0.1022   |  1.2995 |   1.0000  |
|  epoch 96 |   1.4424   |   0.1110   |  1.3314 |   1.0000  |
|  epoch 97 |   1.4151   |   0.1055   |  1.3097 |   1.0000  |
|  epoch 98 |   1.4333   |   0.1088   |  1.3244 |   1.0000  |
|  epoch 99 |   1.4366   |   0.1214   |  1.3152 |   1.0000  |
| epoch 100 |   1.4468   |   0.1230   |  1.3238 |   1.0000  |
+-----------+------------+------------+---------+-----------+
