+-----------+------------+------------+---------+-----------+
|  # Epoch  | Train_loss | Model_loss | DA_loss | Lambda_DA |
|  epoch 40 |   1.4068   |   0.0695   |  1.3373 |   1.0000  |
|  epoch 41 |   1.4294   |   0.0697   |  1.3597 |   1.0000  |
|  epoch 42 |   1.2450   |   0.0618   |  1.1832 |   1.0000  |
|  epoch 43 |   1.3251   |   0.0875   |  1.2376 |   1.0000  |
|  epoch 44 |   1.3559   |   0.1091   |  1.2468 |   1.0000  |
|  epoch 45 |   1.4193   |   0.1168   |  1.3026 |   1.0000  |
|  epoch 46 |   1.4110   |   0.1048   |  1.3062 |   1.0000  |
|  epoch 47 |   1.2306   |   0.1028   |  1.1278 |   1.0000  |
|  epoch 48 |   1.2663   |   0.1019   |  1.1644 |   1.0000  |
|  epoch 49 |   1.2660   |   0.1169   |  1.1491 |   1.0000  |
|  epoch 50 |   1.2506   |   0.1093   |  1.1413 |   1.0000  |
|  epoch 51 |   1.2356   |   0.1095   |  1.1261 |   1.0000  |
|  epoch 52 |   1.2641   |   0.1147   |  1.1494 |   1.0000  |
|  epoch 53 |   1.3593   |   0.1162   |  1.2431 |   1.0000  |
|  epoch 54 |   1.3365   |   0.1290   |  1.2076 |   1.0000  |
|  epoch 55 |   1.3722   |   0.1341   |  1.2381 |   1.0000  |
|  epoch 56 |   1.4196   |   0.1220   |  1.2976 |   1.0000  |
|  epoch 57 |   1.4167   |   0.1125   |  1.3042 |   1.0000  |
|  epoch 58 |   1.3018   |   0.1117   |  1.1901 |   1.0000  |
|  epoch 59 |   1.3443   |   0.1181   |  1.2263 |   1.0000  |
|  epoch 60 |   1.3347   |   0.1149   |  1.2197 |   1.0000  |
|  epoch 61 |   1.2529   |   0.1229   |  1.1300 |   1.0000  |
|  epoch 62 |   1.3005   |   0.1283   |  1.1722 |   1.0000  |
|  epoch 63 |   1.2648   |   0.1208   |  1.1439 |   1.0000  |
|  epoch 64 |   1.2933   |   0.1288   |  1.1645 |   1.0000  |
|  epoch 65 |   1.2658   |   0.1312   |  1.1345 |   1.0000  |
|  epoch 66 |   1.2392   |   0.1349   |  1.1043 |   1.0000  |
|  epoch 67 |   1.3124   |   0.1381   |  1.1743 |   1.0000  |
|  epoch 68 |   1.3069   |   0.1383   |  1.1686 |   1.0000  |
|  epoch 69 |   1.4066   |   0.1451   |  1.2615 |   1.0000  |
|  epoch 70 |   1.3184   |   0.1435   |  1.1749 |   1.0000  |
|  epoch 71 |   1.2808   |   0.1422   |  1.1386 |   1.0000  |
|  epoch 72 |   1.3658   |   0.1745   |  1.1913 |   1.0000  |
|  epoch 73 |   1.3037   |   0.1800   |  1.1238 |   1.0000  |
|  epoch 74 |   1.3453   |   0.1765   |  1.1687 |   1.0000  |
|  epoch 75 |   1.2584   |   0.1801   |  1.0783 |   1.0000  |
|  epoch 76 |   1.3204   |   0.1796   |  1.1408 |   1.0000  |
|  epoch 77 |   1.3940   |   0.1913   |  1.2026 |   1.0000  |
|  epoch 78 |   1.4317   |   0.1826   |  1.2490 |   1.0000  |
|  epoch 79 |   1.4320   |   0.1871   |  1.2449 |   1.0000  |
|  epoch 80 |   1.4599   |   0.1888   |  1.2710 |   1.0000  |
|  epoch 81 |   1.3671   |   0.1865   |  1.1806 |   1.0000  |
|  epoch 82 |   1.3698   |   0.1786   |  1.1912 |   1.0000  |
|  epoch 83 |   1.4653   |   0.1883   |  1.2770 |   1.0000  |
|  epoch 84 |   1.3901   |   0.2019   |  1.1882 |   1.0000  |
|  epoch 85 |   1.3941   |   0.2071   |  1.1870 |   1.0000  |
|  epoch 86 |   1.2997   |   0.2017   |  1.0980 |   1.0000  |
|  epoch 87 |   1.2921   |   0.2110   |  1.0811 |   1.0000  |
|  epoch 88 |   1.3583   |   0.2217   |  1.1366 |   1.0000  |
|  epoch 89 |   1.4465   |   0.2326   |  1.2138 |   1.0000  |
|  epoch 90 |   1.4401   |   0.2207   |  1.2195 |   1.0000  |
|  epoch 91 |   1.4777   |   0.2214   |  1.2563 |   1.0000  |
|  epoch 92 |   1.4732   |   0.2239   |  1.2494 |   1.0000  |
|  epoch 93 |   1.4510   |   0.2218   |  1.2291 |   1.0000  |
|  epoch 94 |   1.4420   |   0.2213   |  1.2208 |   1.0000  |
|  epoch 95 |   1.3768   |   0.2291   |  1.1477 |   1.0000  |
|  epoch 96 |   1.2159   |   0.2459   |  0.9700 |   1.0000  |
|  epoch 97 |   1.3508   |   0.2394   |  1.1114 |   1.0000  |
|  epoch 98 |   1.4130   |   0.2564   |  1.1566 |   1.0000  |
|  epoch 99 |   1.4743   |   0.2318   |  1.2425 |   1.0000  |
| epoch 100 |   1.3853   |   0.2305   |  1.1548 |   1.0000  |
+-----------+------------+------------+---------+-----------+
