+-----------+------------+------------+---------+-----------+
|  # Epoch  | Train_loss | Model_loss | DA_loss | Lambda_DA |
+-----------+------------+------------+---------+-----------+
|  epoch 1  |   0.4168   |   0.4168   |  0.0000 |   0.0000  |
|  epoch 2  |   0.2973   |   0.2973   |  0.0000 |   0.0000  |
|  epoch 3  |   0.2443   |   0.2443   |  0.0000 |   0.0000  |
|  epoch 4  |   0.2176   |   0.2176   |  0.0000 |   0.0000  |
|  epoch 5  |   0.1949   |   0.1949   |  0.0000 |   0.0000  |
|  epoch 6  |   0.1832   |   0.1832   |  0.0000 |   0.0000  |
|  epoch 7  |   0.1659   |   0.1659   |  0.0000 |   0.0000  |
|  epoch 8  |   0.1496   |   0.1496   |  0.0000 |   0.0000  |
|  epoch 9  |   0.1357   |   0.1357   |  0.0000 |   0.0000  |
|  epoch 10 |   1.5555   |   0.1886   |  1.3669 |   1.0000  |
|  epoch 11 |   1.5356   |   0.1585   |  1.3771 |   1.0000  |
|  epoch 12 |   1.5256   |   0.1603   |  1.3653 |   1.0000  |
|  epoch 13 |   1.4990   |   0.1434   |  1.3556 |   1.0000  |
|  epoch 14 |   1.5091   |   0.1311   |  1.3780 |   1.0000  |
|  epoch 15 |   1.5110   |   0.1268   |  1.3842 |   1.0000  |
|  epoch 16 |   1.4847   |   0.1133   |  1.3714 |   1.0000  |
|  epoch 17 |   1.4774   |   0.1026   |  1.3749 |   1.0000  |
|  epoch 18 |   1.4706   |   0.1041   |  1.3666 |   1.0000  |
|  epoch 19 |   1.4690   |   0.1051   |  1.3640 |   1.0000  |
|  epoch 20 |   1.4614   |   0.0956   |  1.3658 |   1.0000  |
|  epoch 21 |   1.4642   |   0.0894   |  1.3748 |   1.0000  |
|  epoch 22 |   1.4034   |   0.0897   |  1.3137 |   1.0000  |
|  epoch 23 |   1.4197   |   0.0903   |  1.3294 |   1.0000  |
|  epoch 24 |   1.4537   |   0.0905   |  1.3632 |   1.0000  |
|  epoch 25 |   1.4325   |   0.0850   |  1.3474 |   1.0000  |
|  epoch 26 |   1.4259   |   0.0810   |  1.3449 |   1.0000  |
|  epoch 27 |   1.4295   |   0.1006   |  1.3289 |   1.0000  |
|  epoch 28 |   1.4363   |   0.0994   |  1.3368 |   1.0000  |
|  epoch 29 |   1.4514   |   0.0880   |  1.3634 |   1.0000  |
|  epoch 30 |   1.4562   |   0.0855   |  1.3707 |   1.0000  |
|  epoch 31 |   1.4688   |   0.0814   |  1.3875 |   1.0000  |
|  epoch 32 |   1.4478   |   0.0670   |  1.3808 |   1.0000  |
|  epoch 33 |   1.4088   |   0.0655   |  1.3433 |   1.0000  |
|  epoch 34 |   1.3621   |   0.0663   |  1.2959 |   1.0000  |
|  epoch 35 |   1.3380   |   0.0714   |  1.2665 |   1.0000  |
|  epoch 36 |   1.4398   |   0.0780   |  1.3618 |   1.0000  |
|  epoch 37 |   1.4078   |   0.0661   |  1.3417 |   1.0000  |
|  epoch 38 |   1.4131   |   0.0669   |  1.3462 |   1.0000  |
|  epoch 39 |   1.4024   |   0.0709   |  1.3315 |   1.0000  |
