+-----------+------------+
|  # Epoch  | Train_loss |
+-----------+------------+
|  epoch 1  |   0.4488   |
|  epoch 2  |   0.2660   |
|  epoch 3  |   0.2199   |
|  epoch 4  |   0.1891   |
|  epoch 5  |   0.1627   |
|  epoch 6  |   0.1480   |
|  epoch 7  |   0.1285   |
|  epoch 8  |   0.1167   |
|  epoch 9  |   0.1074   |
|  epoch 10 |   0.0969   |
|  epoch 11 |   0.0805   |
|  epoch 12 |   0.0755   |
|  epoch 13 |   0.0700   |
|  epoch 14 |   0.0549   |
|  epoch 15 |   0.0544   |
|  epoch 16 |   0.0516   |
|  epoch 17 |   0.0448   |
|  epoch 18 |   0.0385   |
|  epoch 19 |   0.0330   |
|  epoch 20 |   0.0315   |
|  epoch 21 |   0.0287   |
|  epoch 22 |   0.0351   |
|  epoch 23 |   0.0242   |
|  epoch 24 |   0.0263   |
|  epoch 25 |   0.0214   |
|  epoch 26 |   0.0221   |
|  epoch 27 |   0.0200   |
|  epoch 28 |   0.0187   |
|  epoch 29 |   0.0186   |
|  epoch 30 |   0.0233   |
|  epoch 31 |   0.0133   |
|  epoch 32 |   0.0167   |
|  epoch 33 |   0.0133   |
|  epoch 34 |   0.0164   |
|  epoch 35 |   0.0156   |
|  epoch 36 |   0.0099   |
|  epoch 37 |   0.0174   |
|  epoch 38 |   0.0121   |
|  epoch 39 |   0.0118   |
|  epoch 40 |   0.0131   |
|  epoch 41 |   0.0113   |
|  epoch 42 |   0.0097   |
|  epoch 43 |   0.0131   |
|  epoch 44 |   0.0094   |
|  epoch 45 |   0.0108   |
|  epoch 46 |   0.0086   |
|  epoch 47 |   0.0108   |
|  epoch 48 |   0.0120   |
|  epoch 49 |   0.0094   |
|  epoch 50 |   0.0094   |
|  epoch 51 |   0.0080   |
|  epoch 52 |   0.0091   |
|  epoch 53 |   0.0076   |
|  epoch 54 |   0.0101   |
|  epoch 55 |   0.0088   |
|  epoch 56 |   0.0120   |
|  epoch 57 |   0.0095   |
|  epoch 58 |   0.0070   |
|  epoch 59 |   0.0069   |
|  epoch 60 |   0.0074   |
|  epoch 61 |   0.0079   |
|  epoch 62 |   0.0063   |
|  epoch 63 |   0.0076   |
|  epoch 64 |   0.0086   |
|  epoch 65 |   0.0065   |
|  epoch 66 |   0.0062   |
|  epoch 67 |   0.0060   |
|  epoch 68 |   0.0041   |
|  epoch 69 |   0.0086   |
|  epoch 70 |   0.0054   |
|  epoch 71 |   0.0078   |
|  epoch 72 |   0.0059   |
|  epoch 73 |   0.0047   |
|  epoch 74 |   0.0077   |
|  epoch 75 |   0.0065   |
|  epoch 76 |   0.0056   |
|  epoch 77 |   0.0050   |
|  epoch 78 |   0.0042   |
|  epoch 79 |   0.0046   |
|  epoch 80 |   0.0087   |
|  epoch 81 |   0.0075   |
|  epoch 82 |   0.0062   |
|  epoch 83 |   0.0053   |
|  epoch 84 |   0.0039   |
|  epoch 85 |   0.0031   |
|  epoch 86 |   0.0039   |
|  epoch 87 |   0.0072   |
|  epoch 88 |   0.0061   |
|  epoch 89 |   0.0071   |
|  epoch 90 |   0.0043   |
|  epoch 91 |   0.0048   |
|  epoch 92 |   0.0041   |
|  epoch 93 |   0.0053   |
|  epoch 94 |   0.0044   |
|  epoch 95 |   0.0070   |
|  epoch 96 |   0.0073   |
|  epoch 97 |   0.0036   |
|  epoch 98 |   0.0041   |
|  epoch 99 |   0.0057   |
| epoch 100 |   0.0038   |
+-----------+------------+
