+-----------+------------+------------+---------+-----------+
|  # Epoch  | Train_loss | Model_loss | DA_loss | Lambda_DA |
+-----------+------------+------------+---------+-----------+
|  epoch 1  |   0.4204   |   0.4204   |  0.0000 |   0.0000  |
|  epoch 2  |   0.2954   |   0.2954   |  0.0000 |   0.0000  |
|  epoch 3  |   0.2449   |   0.2449   |  0.0000 |   0.0000  |
|  epoch 4  |   0.2177   |   0.2177   |  0.0000 |   0.0000  |
|  epoch 5  |   0.1967   |   0.1967   |  0.0000 |   0.0000  |
|  epoch 6  |   0.1825   |   0.1825   |  0.0000 |   0.0000  |
|  epoch 7  |   0.1669   |   0.1669   |  0.0000 |   0.0000  |
|  epoch 8  |   0.1500   |   0.1500   |  0.0000 |   0.0000  |
|  epoch 9  |   0.1339   |   0.1339   |  0.0000 |   0.0000  |
|  epoch 10 |   1.5380   |   0.1845   |  1.3534 |   1.0000  |
|  epoch 11 |   1.5478   |   0.1601   |  1.3878 |   1.0000  |
|  epoch 12 |   1.5097   |   0.1345   |  1.3752 |   1.0000  |
|  epoch 13 |   1.4970   |   0.1261   |  1.3709 |   1.0000  |
|  epoch 14 |   1.4850   |   0.1158   |  1.3692 |   1.0000  |
|  epoch 15 |   1.4930   |   0.1229   |  1.3701 |   1.0000  |
|  epoch 16 |   1.4739   |   0.1167   |  1.3572 |   1.0000  |
|  epoch 17 |   1.4761   |   0.1226   |  1.3534 |   1.0000  |
|  epoch 18 |   1.4740   |   0.1166   |  1.3575 |   1.0000  |
|  epoch 19 |   1.4723   |   0.1076   |  1.3647 |   1.0000  |
|  epoch 20 |   1.4279   |   0.0947   |  1.3332 |   1.0000  |
|  epoch 21 |   1.4612   |   0.1007   |  1.3604 |   1.0000  |
|  epoch 22 |   1.4632   |   0.1009   |  1.3623 |   1.0000  |
|  epoch 23 |   1.4450   |   0.0939   |  1.3510 |   1.0000  |
|  epoch 24 |   1.4424   |   0.0969   |  1.3455 |   1.0000  |
|  epoch 25 |   1.4643   |   0.0887   |  1.3755 |   1.0000  |
|  epoch 26 |   1.4268   |   0.0771   |  1.3497 |   1.0000  |
|  epoch 27 |   1.3949   |   0.0786   |  1.3162 |   1.0000  |
|  epoch 28 |   1.4112   |   0.0874   |  1.3237 |   1.0000  |
|  epoch 29 |   1.4172   |   0.0873   |  1.3299 |   1.0000  |
|  epoch 30 |   1.4599   |   0.1102   |  1.3498 |   1.0000  |
|  epoch 31 |   1.4365   |   0.0911   |  1.3455 |   1.0000  |
|  epoch 32 |   1.3903   |   0.0934   |  1.2969 |   1.0000  |
|  epoch 33 |   1.3912   |   0.1057   |  1.2855 |   1.0000  |
|  epoch 34 |   1.3015   |   0.1155   |  1.1859 |   1.0000  |
|  epoch 35 |   1.3710   |   0.1113   |  1.2598 |   1.0000  |
|  epoch 36 |   1.3533   |   0.1098   |  1.2434 |   1.0000  |
|  epoch 37 |   1.4703   |   0.1221   |  1.3482 |   1.0000  |
|  epoch 38 |   1.3832   |   0.1042   |  1.2790 |   1.0000  |
|  epoch 39 |   1.3808   |   0.1005   |  1.2803 |   1.0000  |
|  epoch 40 |   1.3520   |   0.1147   |  1.2373 |   1.0000  |
|  epoch 41 |   1.2433   |   0.1114   |  1.1319 |   1.0000  |
|  epoch 42 |   1.3448   |   0.1175   |  1.2273 |   1.0000  |
|  epoch 43 |   1.3869   |   0.1159   |  1.2710 |   1.0000  |
|  epoch 44 |   1.3017   |   0.1221   |  1.1796 |   1.0000  |
|  epoch 45 |   1.3456   |   0.1325   |  1.2131 |   1.0000  |
|  epoch 46 |   1.2716   |   0.1137   |  1.1579 |   1.0000  |
|  epoch 47 |   1.1602   |   0.1224   |  1.0378 |   1.0000  |
|  epoch 48 |   1.3753   |   0.1509   |  1.2243 |   1.0000  |
|  epoch 49 |   1.3102   |   0.1321   |  1.1781 |   1.0000  |
|  epoch 50 |   1.3052   |   0.1314   |  1.1738 |   1.0000  |
|  epoch 51 |   1.3950   |   0.1218   |  1.2732 |   1.0000  |
|  epoch 52 |   1.3018   |   0.1086   |  1.1933 |   1.0000  |
|  epoch 53 |   1.4049   |   0.1209   |  1.2840 |   1.0000  |
|  epoch 54 |   1.3085   |   0.1033   |  1.2052 |   1.0000  |
|  epoch 55 |   1.2062   |   0.1108   |  1.0953 |   1.0000  |
|  epoch 56 |   1.3139   |   0.1275   |  1.1864 |   1.0000  |
|  epoch 57 |   1.3290   |   0.1193   |  1.2097 |   1.0000  |
|  epoch 58 |   1.3382   |   0.1132   |  1.2250 |   1.0000  |
|  epoch 59 |   1.3339   |   0.1094   |  1.2245 |   1.0000  |
|  epoch 60 |   1.2988   |   0.1172   |  1.1816 |   1.0000  |
|  epoch 61 |   1.3594   |   0.1243   |  1.2351 |   1.0000  |
|  epoch 62 |   1.3383   |   0.1196   |  1.2187 |   1.0000  |
|  epoch 63 |   1.4375   |   0.1218   |  1.3157 |   1.0000  |
|  epoch 64 |   1.4276   |   0.1193   |  1.3083 |   1.0000  |
|  epoch 65 |   1.3008   |   0.1181   |  1.1828 |   1.0000  |
|  epoch 66 |   1.3542   |   0.1200   |  1.2342 |   1.0000  |
|  epoch 67 |   1.2902   |   0.1190   |  1.1712 |   1.0000  |
|  epoch 68 |   1.3502   |   0.1172   |  1.2329 |   1.0000  |
|  epoch 69 |   1.4009   |   0.1125   |  1.2884 |   1.0000  |
|  epoch 70 |   1.3800   |   0.1136   |  1.2664 |   1.0000  |
|  epoch 71 |   1.4407   |   0.1111   |  1.3296 |   1.0000  |
|  epoch 72 |   1.4200   |   0.1257   |  1.2943 |   1.0000  |
|  epoch 73 |   1.4128   |   0.1255   |  1.2873 |   1.0000  |
|  epoch 74 |   1.1779   |   0.1073   |  1.0705 |   1.0000  |
|  epoch 75 |   1.4254   |   0.1148   |  1.3106 |   1.0000  |
|  epoch 76 |   1.3608   |   0.1006   |  1.2602 |   1.0000  |
|  epoch 77 |   1.2537   |   0.1085   |  1.1452 |   1.0000  |
|  epoch 78 |   1.2890   |   0.1213   |  1.1677 |   1.0000  |
|  epoch 79 |   1.4033   |   0.1169   |  1.2864 |   1.0000  |
|  epoch 80 |   1.2455   |   0.1160   |  1.1295 |   1.0000  |
|  epoch 81 |   1.3917   |   0.1295   |  1.2622 |   1.0000  |
|  epoch 82 |   1.3966   |   0.1346   |  1.2620 |   1.0000  |
|  epoch 83 |   1.3607   |   0.1266   |  1.2340 |   1.0000  |
|  epoch 84 |   1.3597   |   0.1321   |  1.2276 |   1.0000  |
|  epoch 85 |   1.2122   |   0.1283   |  1.0840 |   1.0000  |
|  epoch 86 |   1.2962   |   0.1332   |  1.1630 |   1.0000  |
|  epoch 87 |   1.4391   |   0.1335   |  1.3055 |   1.0000  |
|  epoch 88 |   1.4196   |   0.1306   |  1.2890 |   1.0000  |
|  epoch 89 |   1.3265   |   0.1325   |  1.1939 |   1.0000  |
|  epoch 90 |   1.2812   |   0.1478   |  1.1334 |   1.0000  |
|  epoch 91 |   1.2012   |   0.1358   |  1.0654 |   1.0000  |
|  epoch 92 |   1.4237   |   0.1386   |  1.2851 |   1.0000  |
|  epoch 93 |   1.3675   |   0.1457   |  1.2218 |   1.0000  |
|  epoch 94 |   1.3070   |   0.1476   |  1.1594 |   1.0000  |
|  epoch 95 |   1.1557   |   0.1547   |  1.0009 |   1.0000  |
|  epoch 96 |   1.3135   |   0.1808   |  1.1327 |   1.0000  |
|  epoch 97 |   1.2933   |   0.1657   |  1.1276 |   1.0000  |
|  epoch 98 |   1.2769   |   0.1652   |  1.1117 |   1.0000  |
|  epoch 99 |   1.3394   |   0.1696   |  1.1698 |   1.0000  |
| epoch 100 |   1.2789   |   0.1723   |  1.1066 |   1.0000  |
