+-----------+------------+
|  # Epoch  | Train_loss |
+-----------+------------+
|  epoch 1  |   0.4647   |
|  epoch 2  |   0.3061   |
|  epoch 3  |   0.2585   |
|  epoch 4  |   0.2289   |
|  epoch 5  |   0.2031   |
|  epoch 6  |   0.1811   |
|  epoch 7  |   0.1598   |
|  epoch 8  |   0.1488   |
|  epoch 9  |   0.1290   |
|  epoch 10 |   0.1139   |
|  epoch 11 |   0.1062   |
|  epoch 12 |   0.0923   |
|  epoch 13 |   0.0786   |
|  epoch 14 |   0.0711   |
|  epoch 15 |   0.0607   |
|  epoch 16 |   0.0581   |
|  epoch 17 |   0.0535   |
|  epoch 18 |   0.0427   |
|  epoch 19 |   0.0399   |
|  epoch 20 |   0.0388   |
|  epoch 21 |   0.0356   |
|  epoch 22 |   0.0301   |
|  epoch 23 |   0.0342   |
|  epoch 24 |   0.0238   |
|  epoch 25 |   0.0292   |
|  epoch 26 |   0.0267   |
|  epoch 27 |   0.0211   |
|  epoch 28 |   0.0215   |
|  epoch 29 |   0.0226   |
|  epoch 30 |   0.0188   |
|  epoch 31 |   0.0213   |
|  epoch 32 |   0.0181   |
|  epoch 33 |   0.0172   |
|  epoch 34 |   0.0173   |
|  epoch 35 |   0.0198   |
|  epoch 36 |   0.0124   |
|  epoch 37 |   0.0162   |
|  epoch 38 |   0.0128   |
|  epoch 39 |   0.0168   |
|  epoch 40 |   0.0117   |
|  epoch 41 |   0.0124   |
|  epoch 42 |   0.0160   |
|  epoch 43 |   0.0117   |
|  epoch 44 |   0.0109   |
|  epoch 45 |   0.0130   |
|  epoch 46 |   0.0139   |
|  epoch 47 |   0.0124   |
|  epoch 48 |   0.0130   |
|  epoch 49 |   0.0078   |
|  epoch 50 |   0.0127   |
|  epoch 51 |   0.0105   |
|  epoch 52 |   0.0082   |
|  epoch 53 |   0.0123   |
|  epoch 54 |   0.0068   |
|  epoch 55 |   0.0101   |
|  epoch 56 |   0.0089   |
|  epoch 57 |   0.0089   |
|  epoch 58 |   0.0088   |
|  epoch 59 |   0.0079   |
|  epoch 60 |   0.0087   |
|  epoch 61 |   0.0123   |
|  epoch 62 |   0.0070   |
|  epoch 63 |   0.0103   |
|  epoch 64 |   0.0085   |
|  epoch 65 |   0.0070   |
|  epoch 66 |   0.0076   |
|  epoch 67 |   0.0061   |
|  epoch 68 |   0.0088   |
|  epoch 69 |   0.0079   |
|  epoch 70 |   0.0106   |
|  epoch 71 |   0.0052   |
|  epoch 72 |   0.0069   |
|  epoch 73 |   0.0066   |
|  epoch 74 |   0.0079   |
|  epoch 75 |   0.0080   |
|  epoch 76 |   0.0045   |
|  epoch 77 |   0.0100   |
|  epoch 78 |   0.0073   |
|  epoch 79 |   0.0047   |
|  epoch 80 |   0.0054   |
|  epoch 81 |   0.0070   |
|  epoch 82 |   0.0064   |
|  epoch 83 |   0.0033   |
|  epoch 84 |   0.0083   |
|  epoch 85 |   0.0074   |
|  epoch 86 |   0.0064   |
|  epoch 87 |   0.0055   |
|  epoch 88 |   0.0046   |
|  epoch 89 |   0.0058   |
|  epoch 90 |   0.0062   |
|  epoch 91 |   0.0064   |
|  epoch 92 |   0.0057   |
|  epoch 93 |   0.0065   |
|  epoch 94 |   0.0048   |
|  epoch 95 |   0.0046   |
|  epoch 96 |   0.0049   |
|  epoch 97 |   0.0056   |
|  epoch 98 |   0.0056   |
|  epoch 99 |   0.0054   |
| epoch 100 |   0.0052   |
+-----------+------------+
