+-----------+------------+
|  # Epoch  | Train_loss |
+-----------+------------+
|  epoch 1  |   0.5985   |
|  epoch 2  |   0.4697   |
|  epoch 3  |   0.4200   |
|  epoch 4  |   0.3787   |
|  epoch 5  |   0.3547   |
|  epoch 6  |   0.3036   |
|  epoch 7  |   0.2521   |
|  epoch 8  |   0.2553   |
|  epoch 9  |   0.1989   |
|  epoch 10 |   0.1963   |
|  epoch 11 |   0.1848   |
|  epoch 12 |   0.1663   |
|  epoch 13 |   0.1600   |
|  epoch 14 |   0.1420   |
|  epoch 15 |   0.1476   |
|  epoch 16 |   0.1367   |
|  epoch 17 |   0.0868   |
|  epoch 18 |   0.0780   |
|  epoch 19 |   0.0676   |
|  epoch 20 |   0.1223   |
|  epoch 21 |   0.1048   |
|  epoch 22 |   0.0830   |
|  epoch 23 |   0.0708   |
|  epoch 24 |   0.0546   |
|  epoch 25 |   0.0809   |
|  epoch 26 |   0.0629   |
|  epoch 27 |   0.0520   |
|  epoch 28 |   0.0391   |
|  epoch 29 |   0.0441   |
|  epoch 30 |   0.0272   |
|  epoch 31 |   0.0467   |
|  epoch 32 |   0.0508   |
|  epoch 33 |   0.0414   |
|  epoch 34 |   0.0509   |
|  epoch 35 |   0.0300   |
|  epoch 36 |   0.0454   |
|  epoch 37 |   0.0133   |
|  epoch 38 |   0.0338   |
|  epoch 39 |   0.0280   |
|  epoch 40 |   0.0574   |
|  epoch 41 |   0.0596   |
|  epoch 42 |   0.0555   |
|  epoch 43 |   0.0371   |
|  epoch 44 |   0.0450   |
|  epoch 45 |   0.0264   |
|  epoch 46 |   0.0499   |
|  epoch 47 |   0.0224   |
|  epoch 48 |   0.0445   |
|  epoch 49 |   0.0136   |
|  epoch 50 |   0.0113   |
|  epoch 51 |   0.0114   |
|  epoch 52 |   0.0065   |
|  epoch 53 |   0.0136   |
|  epoch 54 |   0.0136   |
|  epoch 55 |   0.0144   |
|  epoch 56 |   0.0216   |
|  epoch 57 |   0.0177   |
|  epoch 58 |   0.0052   |
|  epoch 59 |   0.0154   |
|  epoch 60 |   0.0268   |
|  epoch 61 |   0.0121   |
|  epoch 62 |   0.0157   |
|  epoch 63 |   0.0116   |
|  epoch 64 |   0.0057   |
|  epoch 65 |   0.0146   |
|  epoch 66 |   0.0133   |
|  epoch 67 |   0.0075   |
|  epoch 68 |   0.0146   |
|  epoch 69 |   0.0422   |
|  epoch 70 |   0.0240   |
|  epoch 71 |   0.0538   |
|  epoch 72 |   0.0194   |
|  epoch 73 |   0.0169   |
|  epoch 74 |   0.0288   |
|  epoch 75 |   0.0164   |
|  epoch 76 |   0.0283   |
|  epoch 77 |   0.0264   |
|  epoch 78 |   0.0191   |
|  epoch 79 |   0.0121   |
|  epoch 80 |   0.0257   |
|  epoch 81 |   0.0182   |
|  epoch 82 |   0.0327   |
|  epoch 83 |   0.0262   |
|  epoch 84 |   0.0147   |
|  epoch 85 |   0.0068   |
|  epoch 86 |   0.0095   |
|  epoch 87 |   0.0143   |
|  epoch 88 |   0.0129   |
|  epoch 89 |   0.0099   |
|  epoch 90 |   0.0049   |
|  epoch 91 |   0.0087   |
|  epoch 92 |   0.0120   |
|  epoch 93 |   0.0069   |
|  epoch 94 |   0.0161   |
|  epoch 95 |   0.0156   |
|  epoch 96 |   0.0469   |
|  epoch 97 |   0.0588   |
|  epoch 98 |   0.0542   |
|  epoch 99 |   0.0226   |
| epoch 100 |   0.0249   |
+-----------+------------+
