+-----------+------------+------------+---------+-----------+
|  # Epoch  | Train_loss | Model_loss | DA_loss | Lambda_DA |
|  epoch 31 |   1.4305   |   0.1135   |  1.3169 |   1.0000  |
|  epoch 32 |   1.3944   |   0.1298   |  1.2646 |   1.0000  |
|  epoch 33 |   1.4461   |   0.1321   |  1.3140 |   1.0000  |
|  epoch 34 |   1.4377   |   0.1237   |  1.3140 |   1.0000  |
|  epoch 35 |   1.4604   |   0.1127   |  1.3477 |   1.0000  |
|  epoch 36 |   1.3663   |   0.1103   |  1.2560 |   1.0000  |
|  epoch 37 |   1.3880   |   0.1116   |  1.2764 |   1.0000  |
|  epoch 38 |   1.3409   |   0.1180   |  1.2229 |   1.0000  |
|  epoch 39 |   1.4353   |   0.1022   |  1.3330 |   1.0000  |
|  epoch 40 |   1.3317   |   0.1104   |  1.2214 |   1.0000  |
|  epoch 41 |   1.4179   |   0.1073   |  1.3106 |   1.0000  |
|  epoch 42 |   1.4191   |   0.1019   |  1.3172 |   1.0000  |
|  epoch 43 |   1.4603   |   0.1021   |  1.3582 |   1.0000  |
|  epoch 44 |   1.2926   |   0.0944   |  1.1982 |   1.0000  |
|  epoch 45 |   1.3421   |   0.1141   |  1.2280 |   1.0000  |
|  epoch 46 |   1.2759   |   0.1081   |  1.1678 |   1.0000  |
|  epoch 47 |   1.2057   |   0.1144   |  1.0912 |   1.0000  |
|  epoch 48 |   1.4185   |   0.1295   |  1.2890 |   1.0000  |
|  epoch 49 |   1.2359   |   0.1197   |  1.1162 |   1.0000  |
|  epoch 50 |   1.1582   |   0.1153   |  1.0429 |   1.0000  |
|  epoch 51 |   1.3242   |   0.1370   |  1.1871 |   1.0000  |
|  epoch 52 |   1.1722   |   0.1351   |  1.0372 |   1.0000  |
|  epoch 53 |   1.1223   |   0.1299   |  0.9924 |   1.0000  |
|  epoch 54 |   1.3271   |   0.1593   |  1.1679 |   1.0000  |
|  epoch 55 |   1.2600   |   0.1615   |  1.0985 |   1.0000  |
|  epoch 56 |   1.2933   |   0.1676   |  1.1258 |   1.0000  |
|  epoch 57 |   1.3042   |   0.1777   |  1.1265 |   1.0000  |
|  epoch 58 |   1.3798   |   0.1684   |  1.2114 |   1.0000  |
|  epoch 59 |   1.2220   |   0.1626   |  1.0593 |   1.0000  |
|  epoch 60 |   1.4302   |   0.1638   |  1.2665 |   1.0000  |
|  epoch 61 |   1.2931   |   0.1655   |  1.1276 |   1.0000  |
|  epoch 62 |   1.3588   |   0.1758   |  1.1829 |   1.0000  |
|  epoch 63 |   1.3716   |   0.1593   |  1.2123 |   1.0000  |
|  epoch 64 |   1.3157   |   0.1692   |  1.1464 |   1.0000  |
|  epoch 65 |   1.3296   |   0.1759   |  1.1536 |   1.0000  |
|  epoch 66 |   1.4225   |   0.1554   |  1.2671 |   1.0000  |
|  epoch 67 |   1.3330   |   0.1521   |  1.1808 |   1.0000  |
|  epoch 68 |   1.4323   |   0.1503   |  1.2820 |   1.0000  |
|  epoch 69 |   1.2526   |   0.1516   |  1.1010 |   1.0000  |
|  epoch 70 |   1.2464   |   0.1519   |  1.0945 |   1.0000  |
|  epoch 71 |   1.2765   |   0.1788   |  1.0977 |   1.0000  |
|  epoch 72 |   1.3373   |   0.1760   |  1.1613 |   1.0000  |
|  epoch 73 |   1.4123   |   0.1748   |  1.2375 |   1.0000  |
|  epoch 74 |   1.3668   |   0.1785   |  1.1882 |   1.0000  |
|  epoch 75 |   1.2162   |   0.1768   |  1.0394 |   1.0000  |
|  epoch 76 |   1.4075   |   0.1822   |  1.2253 |   1.0000  |
|  epoch 77 |   1.4417   |   0.1799   |  1.2618 |   1.0000  |
|  epoch 78 |   1.4541   |   0.1687   |  1.2854 |   1.0000  |
|  epoch 79 |   1.4084   |   0.1637   |  1.2447 |   1.0000  |
|  epoch 80 |   1.4275   |   0.1778   |  1.2497 |   1.0000  |
|  epoch 81 |   1.3706   |   0.1914   |  1.1792 |   1.0000  |
|  epoch 82 |   1.3685   |   0.2130   |  1.1555 |   1.0000  |
|  epoch 83 |   1.3402   |   0.1879   |  1.1523 |   1.0000  |
|  epoch 84 |   1.2750   |   0.1932   |  1.0818 |   1.0000  |
|  epoch 85 |   1.2112   |   0.1811   |  1.0301 |   1.0000  |
|  epoch 86 |   1.3080   |   0.1899   |  1.1181 |   1.0000  |
|  epoch 87 |   1.2703   |   0.1925   |  1.0778 |   1.0000  |
|  epoch 88 |   1.3417   |   0.1963   |  1.1454 |   1.0000  |
|  epoch 89 |   1.3689   |   0.2014   |  1.1674 |   1.0000  |
|  epoch 90 |   1.3176   |   0.2136   |  1.1040 |   1.0000  |
|  epoch 91 |   1.3445   |   0.2025   |  1.1419 |   1.0000  |
|  epoch 92 |   1.3311   |   0.2171   |  1.1139 |   1.0000  |
|  epoch 93 |   1.2908   |   0.2180   |  1.0729 |   1.0000  |
|  epoch 94 |   1.4107   |   0.2097   |  1.2010 |   1.0000  |
|  epoch 95 |   1.3818   |   0.2121   |  1.1698 |   1.0000  |
|  epoch 96 |   1.5178   |   0.2198   |  1.2980 |   1.0000  |
|  epoch 97 |   1.5195   |   0.2088   |  1.3107 |   1.0000  |
|  epoch 98 |   1.3093   |   0.2251   |  1.0843 |   1.0000  |
|  epoch 99 |   1.2040   |   0.2238   |  0.9801 |   1.0000  |
| epoch 100 |   1.1967   |   0.2093   |  0.9873 |   1.0000  |
+-----------+------------+------------+---------+-----------+
