+-----------+------------+------------+---------+-----------+
|  # Epoch  | Train_loss | Model_loss | DA_loss | Lambda_DA |
|  epoch 30 |   1.3993   |   0.1205   |  1.2788 |   1.0000  |
|  epoch 31 |   1.3768   |   0.1286   |  1.2482 |   1.0000  |
|  epoch 32 |   1.2928   |   0.1281   |  1.1647 |   1.0000  |
|  epoch 33 |   1.3173   |   0.1319   |  1.1855 |   1.0000  |
|  epoch 34 |   1.4305   |   0.1227   |  1.3078 |   1.0000  |
|  epoch 35 |   1.3975   |   0.1303   |  1.2672 |   1.0000  |
|  epoch 36 |   1.4232   |   0.1297   |  1.2935 |   1.0000  |
|  epoch 37 |   1.3945   |   0.1279   |  1.2665 |   1.0000  |
|  epoch 38 |   1.5098   |   0.1139   |  1.3959 |   1.0000  |
|  epoch 39 |   1.4200   |   0.1060   |  1.3140 |   1.0000  |
|  epoch 40 |   1.3961   |   0.1339   |  1.2622 |   1.0000  |
|  epoch 41 |   1.3713   |   0.1232   |  1.2481 |   1.0000  |
|  epoch 42 |   1.4181   |   0.1068   |  1.3113 |   1.0000  |
|  epoch 43 |   1.3231   |   0.0991   |  1.2240 |   1.0000  |
|  epoch 44 |   1.2845   |   0.1241   |  1.1604 |   1.0000  |
|  epoch 45 |   1.4202   |   0.1526   |  1.2676 |   1.0000  |
|  epoch 46 |   1.2857   |   0.1292   |  1.1566 |   1.0000  |
|  epoch 47 |   1.3325   |   0.1199   |  1.2126 |   1.0000  |
|  epoch 48 |   1.4849   |   0.1248   |  1.3601 |   1.0000  |
|  epoch 49 |   1.3310   |   0.1291   |  1.2019 |   1.0000  |
|  epoch 50 |   1.2884   |   0.1297   |  1.1586 |   1.0000  |
|  epoch 51 |   1.2268   |   0.1244   |  1.1023 |   1.0000  |
|  epoch 52 |   1.2214   |   0.1262   |  1.0952 |   1.0000  |
|  epoch 53 |   1.3015   |   0.1261   |  1.1755 |   1.0000  |
|  epoch 54 |   1.1356   |   0.1327   |  1.0029 |   1.0000  |
|  epoch 55 |   1.3075   |   0.1376   |  1.1700 |   1.0000  |
|  epoch 56 |   1.2679   |   0.1300   |  1.1378 |   1.0000  |
|  epoch 57 |   1.4328   |   0.1347   |  1.2982 |   1.0000  |
|  epoch 58 |   1.3494   |   0.1460   |  1.2034 |   1.0000  |
|  epoch 59 |   1.1808   |   0.1440   |  1.0368 |   1.0000  |
|  epoch 60 |   1.3993   |   0.1707   |  1.2286 |   1.0000  |
|  epoch 61 |   1.2966   |   0.1503   |  1.1463 |   1.0000  |
|  epoch 62 |   1.3331   |   0.1450   |  1.1881 |   1.0000  |
|  epoch 63 |   1.2278   |   0.1382   |  1.0895 |   1.0000  |
|  epoch 64 |   1.1373   |   0.1448   |  0.9924 |   1.0000  |
|  epoch 65 |   1.1761   |   0.1575   |  1.0186 |   1.0000  |
|  epoch 66 |   1.1901   |   0.1700   |  1.0201 |   1.0000  |
|  epoch 67 |   1.4495   |   0.1777   |  1.2717 |   1.0000  |
|  epoch 68 |   1.3497   |   0.1689   |  1.1808 |   1.0000  |
|  epoch 69 |   1.4629   |   0.1768   |  1.2861 |   1.0000  |
|  epoch 70 |   1.4697   |   0.1818   |  1.2880 |   1.0000  |
|  epoch 71 |   1.3225   |   0.1848   |  1.1377 |   1.0000  |
|  epoch 72 |   1.4559   |   0.1872   |  1.2687 |   1.0000  |
|  epoch 73 |   1.5103   |   0.1941   |  1.3162 |   1.0000  |
|  epoch 74 |   1.4845   |   0.1874   |  1.2971 |   1.0000  |
|  epoch 75 |   1.4816   |   0.1944   |  1.2873 |   1.0000  |
|  epoch 76 |   1.4745   |   0.2018   |  1.2726 |   1.0000  |
|  epoch 77 |   1.4769   |   0.2156   |  1.2613 |   1.0000  |
|  epoch 78 |   1.3933   |   0.2150   |  1.1783 |   1.0000  |
|  epoch 79 |   1.4225   |   0.2158   |  1.2067 |   1.0000  |
|  epoch 80 |   1.4879   |   0.2161   |  1.2718 |   1.0000  |
|  epoch 81 |   1.5441   |   0.2106   |  1.3334 |   1.0000  |
|  epoch 82 |   1.4978   |   0.2040   |  1.2938 |   1.0000  |
|  epoch 83 |   1.4838   |   0.1943   |  1.2895 |   1.0000  |
|  epoch 84 |   1.5142   |   0.2072   |  1.3071 |   1.0000  |
|  epoch 85 |   1.2344   |   0.2086   |  1.0257 |   1.0000  |
|  epoch 86 |   1.3271   |   0.2083   |  1.1188 |   1.0000  |
|  epoch 87 |   1.3459   |   0.2093   |  1.1366 |   1.0000  |
|  epoch 88 |   1.3272   |   0.2281   |  1.0991 |   1.0000  |
|  epoch 89 |   1.4122   |   0.2168   |  1.1954 |   1.0000  |
|  epoch 90 |   1.4892   |   0.2215   |  1.2677 |   1.0000  |
|  epoch 91 |   1.5450   |   0.2174   |  1.3276 |   1.0000  |
|  epoch 92 |   1.4255   |   0.2224   |  1.2031 |   1.0000  |
|  epoch 93 |   1.3910   |   0.2358   |  1.1552 |   1.0000  |
|  epoch 94 |   1.5955   |   0.2458   |  1.3497 |   1.0000  |
|  epoch 95 |   1.4121   |   0.2208   |  1.1913 |   1.0000  |
|  epoch 96 |   1.5901   |   0.2153   |  1.3748 |   1.0000  |
|  epoch 97 |   1.5338   |   0.2100   |  1.3239 |   1.0000  |
|  epoch 98 |   1.5399   |   0.2187   |  1.3212 |   1.0000  |
|  epoch 99 |   1.3972   |   0.2175   |  1.1797 |   1.0000  |
| epoch 100 |   1.3189   |   0.2220   |  1.0969 |   1.0000  |
+-----------+------------+------------+---------+-----------+
