+-----------+------------+------------+---------+-----------+
|  # Epoch  | Train_loss | Model_loss | DA_loss | Lambda_DA |
+-----------+------------+------------+---------+-----------+
|  epoch 1  |   0.4204   |   0.4204   |  0.0000 |   0.0000  |
|  epoch 2  |   0.2977   |   0.2977   |  0.0000 |   0.0000  |
|  epoch 3  |   0.2470   |   0.2470   |  0.0000 |   0.0000  |
|  epoch 4  |   0.2204   |   0.2204   |  0.0000 |   0.0000  |
|  epoch 5  |   0.1999   |   0.1999   |  0.0000 |   0.0000  |
|  epoch 6  |   0.1804   |   0.1804   |  0.0000 |   0.0000  |
|  epoch 7  |   0.1651   |   0.1651   |  0.0000 |   0.0000  |
|  epoch 8  |   0.1519   |   0.1519   |  0.0000 |   0.0000  |
|  epoch 9  |   0.1384   |   0.1384   |  0.0000 |   0.0000  |
|  epoch 10 |   1.5426   |   0.1741   |  1.3685 |   1.0000  |
|  epoch 11 |   1.5152   |   0.1503   |  1.3649 |   1.0000  |
|  epoch 12 |   1.5048   |   0.1392   |  1.3657 |   1.0000  |
|  epoch 13 |   1.5049   |   0.1300   |  1.3749 |   1.0000  |
|  epoch 14 |   1.4816   |   0.1212   |  1.3604 |   1.0000  |
|  epoch 15 |   1.4696   |   0.1237   |  1.3459 |   1.0000  |
|  epoch 16 |   1.4623   |   0.1099   |  1.3524 |   1.0000  |
|  epoch 17 |   1.4557   |   0.1071   |  1.3485 |   1.0000  |
|  epoch 18 |   1.4610   |   0.1027   |  1.3583 |   1.0000  |
|  epoch 19 |   1.4612   |   0.1082   |  1.3530 |   1.0000  |
|  epoch 20 |   1.4637   |   0.0971   |  1.3665 |   1.0000  |
|  epoch 21 |   1.4423   |   0.0877   |  1.3545 |   1.0000  |
|  epoch 22 |   1.4527   |   0.0834   |  1.3693 |   1.0000  |
|  epoch 23 |   1.4163   |   0.0968   |  1.3195 |   1.0000  |
|  epoch 24 |   1.3752   |   0.0907   |  1.2845 |   1.0000  |
|  epoch 25 |   1.4636   |   0.1189   |  1.3447 |   1.0000  |
|  epoch 26 |   1.4128   |   0.0991   |  1.3137 |   1.0000  |
|  epoch 27 |   1.4648   |   0.0963   |  1.3685 |   1.0000  |
|  epoch 28 |   1.4383   |   0.0868   |  1.3514 |   1.0000  |
|  epoch 29 |   1.4465   |   0.0920   |  1.3545 |   1.0000  |
|  epoch 30 |   1.4265   |   0.0839   |  1.3426 |   1.0000  |
|  epoch 31 |   1.4182   |   0.0898   |  1.3284 |   1.0000  |
|  epoch 32 |   1.4055   |   0.0956   |  1.3099 |   1.0000  |
|  epoch 33 |   1.4075   |   0.0752   |  1.3323 |   1.0000  |
|  epoch 34 |   1.4055   |   0.0848   |  1.3207 |   1.0000  |
|  epoch 35 |   1.4166   |   0.1123   |  1.3043 |   1.0000  |
|  epoch 36 |   1.4312   |   0.1032   |  1.3280 |   1.0000  |
|  epoch 37 |   1.4086   |   0.0997   |  1.3089 |   1.0000  |
|  epoch 38 |   1.4456   |   0.0825   |  1.3631 |   1.0000  |
|  epoch 39 |   1.3780   |   0.0857   |  1.2922 |   1.0000  |
|  epoch 40 |   1.4277   |   0.1007   |  1.3270 |   1.0000  |
|  epoch 41 |   1.3593   |   0.1027   |  1.2566 |   1.0000  |
|  epoch 42 |   1.3859   |   0.0931   |  1.2928 |   1.0000  |
|  epoch 43 |   1.3779   |   0.0938   |  1.2841 |   1.0000  |
|  epoch 44 |   1.3293   |   0.1012   |  1.2281 |   1.0000  |
|  epoch 45 |   1.4078   |   0.0945   |  1.3134 |   1.0000  |
|  epoch 46 |   1.3602   |   0.1040   |  1.2562 |   1.0000  |
|  epoch 47 |   1.3605   |   0.1172   |  1.2433 |   1.0000  |
|  epoch 48 |   1.3907   |   0.1159   |  1.2748 |   1.0000  |
|  epoch 49 |   1.3990   |   0.1197   |  1.2793 |   1.0000  |
|  epoch 50 |   1.4226   |   0.1331   |  1.2894 |   1.0000  |
|  epoch 51 |   1.3165   |   0.1127   |  1.2038 |   1.0000  |
|  epoch 52 |   1.4897   |   0.0923   |  1.3975 |   1.0000  |
|  epoch 53 |   1.3662   |   0.1055   |  1.2606 |   1.0000  |
|  epoch 54 |   1.4135   |   0.1181   |  1.2954 |   1.0000  |
|  epoch 55 |   1.3689   |   0.1215   |  1.2474 |   1.0000  |
|  epoch 56 |   1.3853   |   0.1243   |  1.2610 |   1.0000  |
|  epoch 57 |   1.2154   |   0.1205   |  1.0949 |   1.0000  |
|  epoch 58 |   1.3592   |   0.1281   |  1.2311 |   1.0000  |
|  epoch 59 |   1.3248   |   0.1317   |  1.1931 |   1.0000  |
|  epoch 60 |   1.3797   |   0.1342   |  1.2455 |   1.0000  |
|  epoch 61 |   1.3000   |   0.1368   |  1.1633 |   1.0000  |
|  epoch 62 |   1.3077   |   0.1403   |  1.1673 |   1.0000  |
|  epoch 63 |   1.3231   |   0.1543   |  1.1687 |   1.0000  |
|  epoch 64 |   1.3868   |   0.1506   |  1.2362 |   1.0000  |
|  epoch 65 |   1.3486   |   0.1452   |  1.2034 |   1.0000  |
|  epoch 66 |   1.1618   |   0.1434   |  1.0184 |   1.0000  |
|  epoch 67 |   0.9640   |   0.1414   |  0.8227 |   1.0000  |
|  epoch 68 |   0.9873   |   0.1511   |  0.8363 |   1.0000  |
|  epoch 69 |   1.0480   |   0.1656   |  0.8824 |   1.0000  |
|  epoch 70 |   1.4548   |   0.1719   |  1.2829 |   1.0000  |
|  epoch 71 |   1.3172   |   0.1677   |  1.1495 |   1.0000  |
|  epoch 72 |   1.0340   |   0.1497   |  0.8844 |   1.0000  |
|  epoch 73 |   1.2558   |   0.1724   |  1.0834 |   1.0000  |
|  epoch 74 |   1.2444   |   0.1580   |  1.0863 |   1.0000  |
|  epoch 75 |   1.2086   |   0.1652   |  1.0434 |   1.0000  |
|  epoch 76 |   1.6123   |   0.2424   |  1.3698 |   1.0000  |
|  epoch 77 |   1.3739   |   0.1983   |  1.1756 |   1.0000  |
|  epoch 78 |   1.3194   |   0.1838   |  1.1356 |   1.0000  |
|  epoch 79 |   1.2678   |   0.1762   |  1.0916 |   1.0000  |
|  epoch 80 |   1.0041   |   0.1619   |  0.8423 |   1.0000  |
|  epoch 81 |   1.1049   |   0.1778   |  0.9271 |   1.0000  |
|  epoch 82 |   0.9797   |   0.1639   |  0.8158 |   1.0000  |
|  epoch 83 |   1.3101   |   0.1760   |  1.1340 |   1.0000  |
|  epoch 84 |   1.1282   |   0.1779   |  0.9503 |   1.0000  |
|  epoch 85 |   0.8927   |   0.1662   |  0.7265 |   1.0000  |
|  epoch 86 |   1.1553   |   0.1765   |  0.9788 |   1.0000  |
|  epoch 87 |   1.1862   |   0.1867   |  0.9994 |   1.0000  |
|  epoch 88 |   1.2456   |   0.1884   |  1.0572 |   1.0000  |
|  epoch 89 |   1.1726   |   0.1794   |  0.9932 |   1.0000  |
|  epoch 90 |   1.1374   |   0.2151   |  0.9223 |   1.0000  |
|  epoch 91 |   0.9895   |   0.2075   |  0.7820 |   1.0000  |
|  epoch 92 |   1.1751   |   0.2246   |  0.9505 |   1.0000  |
|  epoch 93 |   1.2478   |   0.2039   |  1.0439 |   1.0000  |
|  epoch 94 |   0.9122   |   0.1906   |  0.7216 |   1.0000  |
|  epoch 95 |   1.0482   |   0.1942   |  0.8540 |   1.0000  |
|  epoch 96 |   0.9970   |   0.1940   |  0.8030 |   1.0000  |
|  epoch 97 |   1.0393   |   0.2016   |  0.8377 |   1.0000  |
|  epoch 98 |   1.1622   |   0.2106   |  0.9516 |   1.0000  |
|  epoch 99 |   1.1823   |   0.2069   |  0.9754 |   1.0000  |
| epoch 100 |   1.1486   |   0.2143   |  0.9343 |   1.0000  |
