+-----------+------------+------------+---------+-----------+
|  # Epoch  | Train_loss | Model_loss | DA_loss | Lambda_DA |
+-----------+------------+------------+---------+-----------+
|  epoch 1  |   0.4061   |   0.4061   |  0.0000 |   0.0000  |
|  epoch 2  |   0.2831   |   0.2831   |  0.0000 |   0.0000  |
|  epoch 3  |   0.2396   |   0.2396   |  0.0000 |   0.0000  |
|  epoch 4  |   0.2148   |   0.2148   |  0.0000 |   0.0000  |
|  epoch 5  |   0.1955   |   0.1955   |  0.0000 |   0.0000  |
|  epoch 6  |   0.1800   |   0.1800   |  0.0000 |   0.0000  |
|  epoch 7  |   0.1642   |   0.1642   |  0.0000 |   0.0000  |
|  epoch 8  |   0.1501   |   0.1501   |  0.0000 |   0.0000  |
|  epoch 9  |   0.1363   |   0.1363   |  0.0000 |   0.0000  |
|  epoch 10 |   1.5489   |   0.1840   |  1.3648 |   1.0000  |
|  epoch 11 |   1.5227   |   0.1594   |  1.3633 |   1.0000  |
|  epoch 12 |   1.5161   |   0.1524   |  1.3637 |   1.0000  |
|  epoch 13 |   1.5159   |   0.1400   |  1.3758 |   1.0000  |
|  epoch 14 |   1.5043   |   0.1276   |  1.3767 |   1.0000  |
|  epoch 15 |   1.4871   |   0.1252   |  1.3619 |   1.0000  |
|  epoch 16 |   1.4838   |   0.1170   |  1.3668 |   1.0000  |
|  epoch 17 |   1.4507   |   0.1016   |  1.3491 |   1.0000  |
|  epoch 18 |   1.4490   |   0.1147   |  1.3343 |   1.0000  |
|  epoch 19 |   1.4673   |   0.1256   |  1.3417 |   1.0000  |
|  epoch 20 |   1.4623   |   0.1228   |  1.3395 |   1.0000  |
|  epoch 21 |   1.4674   |   0.1188   |  1.3487 |   1.0000  |
|  epoch 22 |   1.3828   |   0.1167   |  1.2662 |   1.0000  |
|  epoch 23 |   1.4080   |   0.1321   |  1.2758 |   1.0000  |
|  epoch 24 |   1.4916   |   0.1263   |  1.3652 |   1.0000  |
|  epoch 25 |   1.4852   |   0.1181   |  1.3670 |   1.0000  |
|  epoch 26 |   1.4623   |   0.0997   |  1.3625 |   1.0000  |
|  epoch 27 |   1.4781   |   0.0966   |  1.3814 |   1.0000  |
|  epoch 28 |   1.4654   |   0.0850   |  1.3804 |   1.0000  |
|  epoch 29 |   1.4887   |   0.0778   |  1.4108 |   1.0000  |
|  epoch 30 |   1.4390   |   0.0716   |  1.3674 |   1.0000  |
|  epoch 31 |   1.4436   |   0.0809   |  1.3627 |   1.0000  |
|  epoch 32 |   1.4304   |   0.0812   |  1.3492 |   1.0000  |
|  epoch 33 |   1.4434   |   0.0737   |  1.3697 |   1.0000  |
|  epoch 34 |   1.4303   |   0.0679   |  1.3625 |   1.0000  |
|  epoch 35 |   1.4338   |   0.0719   |  1.3618 |   1.0000  |
|  epoch 36 |   1.4212   |   0.0683   |  1.3529 |   1.0000  |
|  epoch 37 |   1.3805   |   0.0645   |  1.3160 |   1.0000  |
|  epoch 38 |   1.4296   |   0.0606   |  1.3690 |   1.0000  |
|  epoch 39 |   1.3949   |   0.0682   |  1.3267 |   1.0000  |
|  epoch 40 |   1.3953   |   0.0640   |  1.3313 |   1.0000  |
|  epoch 41 |   1.4319   |   0.0567   |  1.3752 |   1.0000  |
|  epoch 42 |   1.3861   |   0.0639   |  1.3222 |   1.0000  |
|  epoch 43 |   1.3933   |   0.0710   |  1.3223 |   1.0000  |
|  epoch 44 |   1.3754   |   0.0770   |  1.2984 |   1.0000  |
|  epoch 45 |   1.4183   |   0.1001   |  1.3183 |   1.0000  |
|  epoch 46 |   1.4147   |   0.0749   |  1.3398 |   1.0000  |
|  epoch 47 |   1.3357   |   0.0607   |  1.2750 |   1.0000  |
|  epoch 48 |   1.3692   |   0.0612   |  1.3079 |   1.0000  |
|  epoch 49 |   1.3172   |   0.0639   |  1.2533 |   1.0000  |
|  epoch 50 |   1.2906   |   0.0635   |  1.2271 |   1.0000  |
|  epoch 51 |   1.2647   |   0.0739   |  1.1908 |   1.0000  |
|  epoch 52 |   1.2326   |   0.0761   |  1.1565 |   1.0000  |
|  epoch 53 |   1.3055   |   0.0705   |  1.2350 |   1.0000  |
|  epoch 54 |   1.1935   |   0.0832   |  1.1103 |   1.0000  |
|  epoch 55 |   1.2221   |   0.0817   |  1.1404 |   1.0000  |
|  epoch 56 |   1.1826   |   0.0824   |  1.1002 |   1.0000  |
|  epoch 57 |   1.3349   |   0.0919   |  1.2431 |   1.0000  |
|  epoch 58 |   1.2490   |   0.0881   |  1.1609 |   1.0000  |
|  epoch 59 |   1.2821   |   0.0852   |  1.1970 |   1.0000  |
|  epoch 60 |   1.3540   |   0.0993   |  1.2547 |   1.0000  |
|  epoch 61 |   1.2580   |   0.0920   |  1.1660 |   1.0000  |
|  epoch 62 |   1.1784   |   0.0906   |  1.0878 |   1.0000  |
|  epoch 63 |   1.3749   |   0.1118   |  1.2631 |   1.0000  |
|  epoch 64 |   1.2577   |   0.0872   |  1.1705 |   1.0000  |
|  epoch 65 |   1.0744   |   0.0877   |  0.9867 |   1.0000  |
|  epoch 66 |   1.3055   |   0.1173   |  1.1882 |   1.0000  |
|  epoch 67 |   1.1755   |   0.1211   |  1.0543 |   1.0000  |
|  epoch 68 |   1.2182   |   0.1146   |  1.1036 |   1.0000  |
|  epoch 69 |   1.1786   |   0.1054   |  1.0732 |   1.0000  |
|  epoch 70 |   1.3633   |   0.1312   |  1.2322 |   1.0000  |
|  epoch 71 |   1.4614   |   0.1614   |  1.2999 |   1.0000  |
|  epoch 72 |   1.1458   |   0.1287   |  1.0171 |   1.0000  |
|  epoch 73 |   1.1729   |   0.1231   |  1.0498 |   1.0000  |
|  epoch 74 |   1.1577   |   0.1088   |  1.0489 |   1.0000  |
|  epoch 75 |   1.2638   |   0.1351   |  1.1287 |   1.0000  |
|  epoch 76 |   0.9620   |   0.1221   |  0.8399 |   1.0000  |
|  epoch 77 |   1.2254   |   0.1277   |  1.0977 |   1.0000  |
|  epoch 78 |   1.3919   |   0.1289   |  1.2630 |   1.0000  |
|  epoch 79 |   1.0826   |   0.1182   |  0.9644 |   1.0000  |
|  epoch 80 |   1.2374   |   0.1234   |  1.1140 |   1.0000  |
|  epoch 81 |   1.2472   |   0.1319   |  1.1153 |   1.0000  |
|  epoch 82 |   1.2436   |   0.1230   |  1.1206 |   1.0000  |
|  epoch 83 |   1.1696   |   0.1276   |  1.0420 |   1.0000  |
|  epoch 84 |   1.1345   |   0.1422   |  0.9923 |   1.0000  |
|  epoch 85 |   1.2187   |   0.1393   |  1.0794 |   1.0000  |
|  epoch 86 |   1.2090   |   0.1403   |  1.0687 |   1.0000  |
|  epoch 87 |   1.2261   |   0.1573   |  1.0688 |   1.0000  |
|  epoch 88 |   1.2461   |   0.1688   |  1.0772 |   1.0000  |
|  epoch 89 |   0.9286   |   0.1477   |  0.7810 |   1.0000  |
|  epoch 90 |   1.0995   |   0.1597   |  0.9398 |   1.0000  |
|  epoch 91 |   1.0822   |   0.1737   |  0.9085 |   1.0000  |
|  epoch 92 |   1.1143   |   0.1592   |  0.9551 |   1.0000  |
|  epoch 93 |   1.0297   |   0.1668   |  0.8629 |   1.0000  |
|  epoch 94 |   1.2037   |   0.1761   |  1.0276 |   1.0000  |
|  epoch 95 |   1.3386   |   0.1848   |  1.1538 |   1.0000  |
|  epoch 96 |   1.1871   |   0.1762   |  1.0109 |   1.0000  |
|  epoch 97 |   1.1783   |   0.1607   |  1.0175 |   1.0000  |
|  epoch 98 |   1.2601   |   0.1651   |  1.0950 |   1.0000  |
|  epoch 99 |   1.2188   |   0.1807   |  1.0382 |   1.0000  |
| epoch 100 |   1.1188   |   0.1959   |  0.9229 |   1.0000  |
+-----------+------------+------------+---------+-----------+
