+-----------+------------+------------+---------+-----------+
|  # Epoch  | Train_loss | Model_loss | DA_loss | Lambda_DA |
|  epoch 61 |   1.0582   |   0.1391   |  0.9191 |   1.0000  |
|  epoch 62 |   1.1776   |   0.1463   |  1.0313 |   1.0000  |
|  epoch 63 |   1.0483   |   0.1380   |  0.9103 |   1.0000  |
|  epoch 64 |   1.1790   |   0.1607   |  1.0183 |   1.0000  |
|  epoch 65 |   1.0586   |   0.1682   |  0.8904 |   1.0000  |
|  epoch 66 |   1.0944   |   0.1682   |  0.9262 |   1.0000  |
|  epoch 67 |   1.2314   |   0.1898   |  1.0415 |   1.0000  |
|  epoch 68 |   1.1042   |   0.1896   |  0.9146 |   1.0000  |
|  epoch 69 |   1.0888   |   0.1887   |  0.9002 |   1.0000  |
|  epoch 70 |   1.2251   |   0.1869   |  1.0382 |   1.0000  |
|  epoch 71 |   1.1011   |   0.1893   |  0.9118 |   1.0000  |
|  epoch 72 |   1.3107   |   0.2286   |  1.0821 |   1.0000  |
|  epoch 73 |   1.2918   |   0.2243   |  1.0675 |   1.0000  |
|  epoch 74 |   1.3397   |   0.2223   |  1.1173 |   1.0000  |
|  epoch 75 |   1.1133   |   0.2396   |  0.8736 |   1.0000  |
|  epoch 76 |   1.3109   |   0.2227   |  1.0882 |   1.0000  |
|  epoch 77 |   1.4788   |   0.2316   |  1.2471 |   1.0000  |
|  epoch 78 |   1.1714   |   0.1966   |  0.9748 |   1.0000  |
|  epoch 79 |   1.0999   |   0.1899   |  0.9100 |   1.0000  |
|  epoch 80 |   1.1578   |   0.2301   |  0.9277 |   1.0000  |
|  epoch 81 |   1.1006   |   0.2077   |  0.8929 |   1.0000  |
|  epoch 82 |   1.2425   |   0.1799   |  1.0626 |   1.0000  |
|  epoch 83 |   1.0811   |   0.1752   |  0.9059 |   1.0000  |
|  epoch 84 |   0.8969   |   0.1776   |  0.7193 |   1.0000  |
|  epoch 85 |   1.0577   |   0.1785   |  0.8791 |   1.0000  |
|  epoch 86 |   1.2067   |   0.1931   |  1.0136 |   1.0000  |
|  epoch 87 |   1.2088   |   0.1949   |  1.0139 |   1.0000  |
|  epoch 88 |   1.0765   |   0.1942   |  0.8823 |   1.0000  |
|  epoch 89 |   0.9610   |   0.1847   |  0.7764 |   1.0000  |
|  epoch 90 |   1.1774   |   0.1839   |  0.9935 |   1.0000  |
|  epoch 91 |   1.0575   |   0.1974   |  0.8601 |   1.0000  |
|  epoch 92 |   1.1203   |   0.2228   |  0.8975 |   1.0000  |
|  epoch 93 |   1.0848   |   0.2077   |  0.8771 |   1.0000  |
|  epoch 94 |   1.1718   |   0.2098   |  0.9620 |   1.0000  |
|  epoch 95 |   1.0147   |   0.2078   |  0.8069 |   1.0000  |
|  epoch 96 |   1.1275   |   0.2063   |  0.9213 |   1.0000  |
|  epoch 97 |   1.2832   |   0.2288   |  1.0543 |   1.0000  |
|  epoch 98 |   1.0250   |   0.2095   |  0.8155 |   1.0000  |
|  epoch 99 |   1.0952   |   0.2236   |  0.8716 |   1.0000  |
| epoch 100 |   1.0497   |   0.2163   |  0.8334 |   1.0000  |
+-----------+------------+------------+---------+-----------+
