+----------+------------+
| # Epoch  | Train_loss |
+----------+------------+
| epoch 1  |   4.9002   |
| epoch 2  |   4.3967   |
| epoch 3  |   4.1566   |
| epoch 4  |   4.0031   |
| epoch 5  |   3.7464   |
| epoch 6  |   3.3670   |
| epoch 7  |   3.3075   |
| epoch 8  |   3.0934   |
| epoch 9  |   2.8851   |
| epoch 10 |   2.6530   |
| epoch 11 |   2.5013   |
| epoch 12 |   2.2710   |
| epoch 13 |   2.1168   |
| epoch 14 |   2.0160   |
| epoch 15 |   1.9655   |
| epoch 16 |   1.7446   |
| epoch 17 |   1.7221   |
| epoch 18 |   1.4907   |
| epoch 19 |   1.4122   |
| epoch 20 |   1.4318   |
| epoch 21 |   1.2155   |
| epoch 22 |   1.2468   |
| epoch 23 |   1.1941   |
| epoch 24 |   1.1121   |
| epoch 25 |   0.9900   |
| epoch 26 |   1.0200   |
| epoch 27 |   0.9692   |
| epoch 28 |   0.8924   |
| epoch 29 |   0.8432   |
| epoch 30 |   0.7553   |
| epoch 31 |   0.7893   |
| epoch 32 |   0.7543   |
| epoch 33 |   0.7329   |
| epoch 34 |   0.6911   |
| epoch 35 |   0.7162   |
| epoch 36 |   0.6375   |
| epoch 37 |   0.6003   |
| epoch 38 |   0.6119   |
| epoch 39 |   0.6192   |
| epoch 40 |   0.5954   |
| epoch 41 |   0.5265   |
| epoch 42 |   0.5029   |
| epoch 43 |   0.5042   |
| epoch 44 |   0.4885   |
| epoch 45 |   0.4347   |
| epoch 46 |   0.4540   |
| epoch 47 |   0.4898   |
| epoch 48 |   0.4336   |
| epoch 49 |   0.3989   |
| epoch 50 |   0.4547   |
+----------+------------+
