+-----------+------------+------------+---------+-----------+
|  # Epoch  | Train_loss | Model_loss | DA_loss | Lambda_DA |
|  epoch 74 |   1.3328   |   0.1211   |  1.2117 |   1.0000  |
|  epoch 75 |   1.3896   |   0.1360   |  1.2536 |   1.0000  |
|  epoch 76 |   1.4447   |   0.1302   |  1.3145 |   1.0000  |
|  epoch 77 |   1.2848   |   0.1185   |  1.1663 |   1.0000  |
|  epoch 78 |   1.4358   |   0.1134   |  1.3224 |   1.0000  |
|  epoch 79 |   1.3353   |   0.1083   |  1.2270 |   1.0000  |
|  epoch 80 |   1.3762   |   0.1101   |  1.2662 |   1.0000  |
|  epoch 81 |   1.4209   |   0.1099   |  1.3110 |   1.0000  |
|  epoch 82 |   1.4041   |   0.1075   |  1.2966 |   1.0000  |
|  epoch 83 |   1.4031   |   0.1144   |  1.2887 |   1.0000  |
|  epoch 84 |   1.4324   |   0.1214   |  1.3109 |   1.0000  |
|  epoch 85 |   1.3811   |   0.1184   |  1.2627 |   1.0000  |
|  epoch 86 |   1.3873   |   0.1235   |  1.2638 |   1.0000  |
|  epoch 87 |   1.3678   |   0.1172   |  1.2506 |   1.0000  |
|  epoch 88 |   1.3168   |   0.1332   |  1.1836 |   1.0000  |
|  epoch 89 |   1.2495   |   0.1450   |  1.1045 |   1.0000  |
|  epoch 90 |   1.2909   |   0.1461   |  1.1448 |   1.0000  |
|  epoch 91 |   1.2916   |   0.1376   |  1.1541 |   1.0000  |
|  epoch 92 |   1.3457   |   0.1355   |  1.2101 |   1.0000  |
|  epoch 93 |   1.3739   |   0.1540   |  1.2199 |   1.0000  |
|  epoch 94 |   1.3928   |   0.1679   |  1.2249 |   1.0000  |
|  epoch 95 |   1.2653   |   0.1476   |  1.1176 |   1.0000  |
|  epoch 96 |   1.3445   |   0.1542   |  1.1903 |   1.0000  |
|  epoch 97 |   1.3180   |   0.1554   |  1.1626 |   1.0000  |
|  epoch 98 |   1.3370   |   0.1656   |  1.1714 |   1.0000  |
|  epoch 99 |   1.3142   |   0.1573   |  1.1569 |   1.0000  |
| epoch 100 |   1.2572   |   0.1697   |  1.0875 |   1.0000  |
+-----------+------------+------------+---------+-----------+
