+-----------+------------+
|  # Epoch  | Train_loss |
+-----------+------------+
|  epoch 1  |   0.4104   |
|  epoch 2  |   0.2866   |
|  epoch 3  |   0.2360   |
|  epoch 4  |   0.2081   |
|  epoch 5  |   0.1889   |
|  epoch 6  |   0.1737   |
|  epoch 7  |   0.1599   |
|  epoch 8  |   0.1482   |
|  epoch 9  |   0.1326   |
|  epoch 10 |   0.1223   |
|  epoch 11 |   0.1133   |
|  epoch 12 |   0.0979   |
|  epoch 13 |   0.0871   |
|  epoch 14 |   0.0809   |
|  epoch 15 |   0.0723   |
|  epoch 16 |   0.0644   |
|  epoch 17 |   0.0593   |
|  epoch 18 |   0.0559   |
|  epoch 19 |   0.0493   |
|  epoch 20 |   0.0444   |
|  epoch 21 |   0.0437   |
|  epoch 22 |   0.0407   |
|  epoch 23 |   0.0353   |
|  epoch 24 |   0.0344   |
|  epoch 25 |   0.0322   |
|  epoch 26 |   0.0311   |
|  epoch 27 |   0.0281   |
|  epoch 28 |   0.0274   |
|  epoch 29 |   0.0255   |
|  epoch 30 |   0.0246   |
|  epoch 31 |   0.0230   |
|  epoch 32 |   0.0213   |
|  epoch 33 |   0.0199   |
|  epoch 34 |   0.0230   |
|  epoch 35 |   0.0191   |
|  epoch 36 |   0.0199   |
|  epoch 37 |   0.0175   |
|  epoch 38 |   0.0172   |
|  epoch 39 |   0.0193   |
|  epoch 40 |   0.0171   |
|  epoch 41 |   0.0155   |
|  epoch 42 |   0.0164   |
|  epoch 43 |   0.0194   |
|  epoch 44 |   0.0158   |
|  epoch 45 |   0.0134   |
|  epoch 46 |   0.0143   |
|  epoch 47 |   0.0154   |
|  epoch 48 |   0.0152   |
|  epoch 49 |   0.0146   |
|  epoch 50 |   0.0137   |
|  epoch 51 |   0.0113   |
|  epoch 52 |   0.0119   |
|  epoch 53 |   0.0137   |
|  epoch 54 |   0.0106   |
|  epoch 55 |   0.0133   |
|  epoch 56 |   0.0139   |
|  epoch 57 |   0.0113   |
|  epoch 58 |   0.0113   |
|  epoch 59 |   0.0097   |
|  epoch 60 |   0.0111   |
|  epoch 61 |   0.0105   |
|  epoch 62 |   0.0100   |
|  epoch 63 |   0.0107   |
|  epoch 64 |   0.0108   |
|  epoch 65 |   0.0100   |
|  epoch 66 |   0.0099   |
|  epoch 67 |   0.0111   |
|  epoch 68 |   0.0086   |
|  epoch 69 |   0.0094   |
|  epoch 70 |   0.0091   |
|  epoch 71 |   0.0076   |
|  epoch 72 |   0.0095   |
|  epoch 73 |   0.0107   |
|  epoch 74 |   0.0105   |
|  epoch 75 |   0.0076   |
|  epoch 76 |   0.0071   |
|  epoch 77 |   0.0079   |
|  epoch 78 |   0.0094   |
|  epoch 79 |   0.0080   |
|  epoch 80 |   0.0086   |
|  epoch 81 |   0.0091   |
|  epoch 82 |   0.0098   |
|  epoch 83 |   0.0070   |
|  epoch 84 |   0.0084   |
|  epoch 85 |   0.0086   |
|  epoch 86 |   0.0080   |
|  epoch 87 |   0.0063   |
|  epoch 88 |   0.0082   |
|  epoch 89 |   0.0065   |
|  epoch 90 |   0.0068   |
|  epoch 91 |   0.0076   |
|  epoch 92 |   0.0083   |
|  epoch 93 |   0.0088   |
|  epoch 94 |   0.0068   |
|  epoch 95 |   0.0063   |
|  epoch 96 |   0.0062   |
|  epoch 97 |   0.0075   |
|  epoch 98 |   0.0069   |
|  epoch 99 |   0.0062   |
| epoch 100 |   0.0063   |
+-----------+------------+
