+-----------+------------+------------+---------+-----------+
|  # Epoch  | Train_loss | Model_loss | DA_loss | Lambda_DA |
+-----------+------------+------------+---------+-----------+
|  epoch 1  |   0.4061   |   0.4061   |  0.0000 |   0.0000  |
|  epoch 2  |   0.2831   |   0.2831   |  0.0000 |   0.0000  |
|  epoch 3  |   0.2386   |   0.2386   |  0.0000 |   0.0000  |
|  epoch 4  |   0.2119   |   0.2119   |  0.0000 |   0.0000  |
|  epoch 5  |   0.1947   |   0.1947   |  0.0000 |   0.0000  |
|  epoch 6  |   0.1806   |   0.1806   |  0.0000 |   0.0000  |
|  epoch 7  |   0.1677   |   0.1677   |  0.0000 |   0.0000  |
|  epoch 8  |   0.1520   |   0.1520   |  0.0000 |   0.0000  |
|  epoch 9  |   0.1412   |   0.1412   |  0.0000 |   0.0000  |
|  epoch 10 |   1.5455   |   0.1957   |  1.3498 |   1.0000  |
|  epoch 11 |   1.5460   |   0.1769   |  1.3691 |   1.0000  |
|  epoch 12 |   1.5322   |   0.1603   |  1.3718 |   1.0000  |
|  epoch 13 |   1.5044   |   0.1409   |  1.3636 |   1.0000  |
|  epoch 14 |   1.4908   |   0.1465   |  1.3443 |   1.0000  |
|  epoch 15 |   1.5029   |   0.1393   |  1.3636 |   1.0000  |
|  epoch 16 |   1.4791   |   0.1348   |  1.3444 |   1.0000  |
|  epoch 17 |   1.4837   |   0.1403   |  1.3434 |   1.0000  |
|  epoch 18 |   1.4605   |   0.1325   |  1.3279 |   1.0000  |
|  epoch 19 |   1.4277   |   0.1480   |  1.2796 |   1.0000  |
|  epoch 20 |   1.4613   |   0.1470   |  1.3143 |   1.0000  |
|  epoch 21 |   1.4588   |   0.1328   |  1.3260 |   1.0000  |
|  epoch 22 |   1.4399   |   0.1364   |  1.3035 |   1.0000  |
|  epoch 23 |   1.4323   |   0.1500   |  1.2823 |   1.0000  |
|  epoch 24 |   1.4496   |   0.1491   |  1.3005 |   1.0000  |
|  epoch 25 |   1.4596   |   0.1433   |  1.3163 |   1.0000  |
|  epoch 26 |   1.5030   |   0.1246   |  1.3784 |   1.0000  |
|  epoch 27 |   1.4540   |   0.1101   |  1.3439 |   1.0000  |
|  epoch 28 |   1.3908   |   0.1164   |  1.2743 |   1.0000  |
|  epoch 29 |   1.4363   |   0.1117   |  1.3245 |   1.0000  |
|  epoch 30 |   1.4697   |   0.1072   |  1.3625 |   1.0000  |
|  epoch 31 |   1.4650   |   0.1035   |  1.3614 |   1.0000  |
|  epoch 32 |   1.4421   |   0.1030   |  1.3390 |   1.0000  |
|  epoch 33 |   1.3848   |   0.0943   |  1.2906 |   1.0000  |
|  epoch 34 |   1.4363   |   0.1013   |  1.3350 |   1.0000  |
|  epoch 35 |   1.4360   |   0.1147   |  1.3213 |   1.0000  |
|  epoch 36 |   1.4072   |   0.1058   |  1.3014 |   1.0000  |
|  epoch 37 |   1.3174   |   0.1028   |  1.2146 |   1.0000  |
|  epoch 38 |   1.4183   |   0.0919   |  1.3264 |   1.0000  |
|  epoch 39 |   1.3714   |   0.0859   |  1.2855 |   1.0000  |
|  epoch 40 |   1.4332   |   0.1006   |  1.3327 |   1.0000  |
|  epoch 41 |   1.3716   |   0.1012   |  1.2704 |   1.0000  |
|  epoch 42 |   1.2656   |   0.0869   |  1.1786 |   1.0000  |
|  epoch 43 |   1.2087   |   0.0953   |  1.1134 |   1.0000  |
|  epoch 44 |   1.3858   |   0.1004   |  1.2854 |   1.0000  |
|  epoch 45 |   1.3280   |   0.1108   |  1.2172 |   1.0000  |
|  epoch 46 |   1.3273   |   0.0969   |  1.2304 |   1.0000  |
|  epoch 47 |   1.3477   |   0.1156   |  1.2321 |   1.0000  |
|  epoch 48 |   1.2597   |   0.1191   |  1.1406 |   1.0000  |
|  epoch 49 |   1.1652   |   0.1090   |  1.0562 |   1.0000  |
|  epoch 50 |   1.2016   |   0.1189   |  1.0826 |   1.0000  |
|  epoch 51 |   1.3848   |   0.1172   |  1.2675 |   1.0000  |
|  epoch 52 |   1.3086   |   0.1176   |  1.1910 |   1.0000  |
|  epoch 53 |   1.3917   |   0.1192   |  1.2725 |   1.0000  |
|  epoch 54 |   1.3753   |   0.1241   |  1.2513 |   1.0000  |
|  epoch 55 |   1.3686   |   0.1365   |  1.2321 |   1.0000  |
|  epoch 56 |   1.2163   |   0.1216   |  1.0947 |   1.0000  |
|  epoch 57 |   1.3199   |   0.1426   |  1.1773 |   1.0000  |
|  epoch 58 |   1.2806   |   0.1406   |  1.1400 |   1.0000  |
|  epoch 59 |   1.2114   |   0.1563   |  1.0551 |   1.0000  |
|  epoch 60 |   1.2046   |   0.1793   |  1.0253 |   1.0000  |
|  epoch 61 |   1.3838   |   0.1825   |  1.2012 |   1.0000  |
|  epoch 62 |   1.3506   |   0.1818   |  1.1688 |   1.0000  |
|  epoch 63 |   1.2435   |   0.1735   |  1.0700 |   1.0000  |
|  epoch 64 |   1.3453   |   0.1748   |  1.1705 |   1.0000  |
|  epoch 65 |   1.4344   |   0.1695   |  1.2649 |   1.0000  |
|  epoch 66 |   1.2547   |   0.1734   |  1.0813 |   1.0000  |
|  epoch 67 |   1.3874   |   0.1842   |  1.2033 |   1.0000  |
|  epoch 68 |   1.1968   |   0.1700   |  1.0269 |   1.0000  |
|  epoch 69 |   1.3404   |   0.1864   |  1.1540 |   1.0000  |
|  epoch 70 |   1.3502   |   0.1892   |  1.1610 |   1.0000  |
|  epoch 71 |   1.3105   |   0.1959   |  1.1146 |   1.0000  |
|  epoch 72 |   1.5081   |   0.1940   |  1.3140 |   1.0000  |
|  epoch 73 |   1.4276   |   0.1877   |  1.2400 |   1.0000  |
|  epoch 74 |   1.2639   |   0.2085   |  1.0553 |   1.0000  |
|  epoch 75 |   1.4395   |   0.2161   |  1.2235 |   1.0000  |
|  epoch 76 |   1.3981   |   0.2000   |  1.1981 |   1.0000  |
|  epoch 77 |   1.3925   |   0.2117   |  1.1808 |   1.0000  |
|  epoch 78 |   1.4583   |   0.1996   |  1.2587 |   1.0000  |
|  epoch 79 |   1.4402   |   0.2074   |  1.2328 |   1.0000  |
|  epoch 80 |   1.4574   |   0.2048   |  1.2526 |   1.0000  |
|  epoch 81 |   1.4677   |   0.1947   |  1.2730 |   1.0000  |
|  epoch 82 |   1.4942   |   0.2100   |  1.2842 |   1.0000  |
|  epoch 83 |   1.5262   |   0.2023   |  1.3239 |   1.0000  |
|  epoch 84 |   1.4867   |   0.1929   |  1.2938 |   1.0000  |
|  epoch 85 |   1.4928   |   0.1945   |  1.2983 |   1.0000  |
|  epoch 86 |   1.5122   |   0.2038   |  1.3084 |   1.0000  |
|  epoch 87 |   1.5060   |   0.2071   |  1.2989 |   1.0000  |
|  epoch 88 |   1.3714   |   0.2255   |  1.1459 |   1.0000  |
|  epoch 89 |   1.3809   |   0.2166   |  1.1643 |   1.0000  |
|  epoch 90 |   1.4724   |   0.2073   |  1.2651 |   1.0000  |
|  epoch 91 |   1.5190   |   0.2147   |  1.3043 |   1.0000  |
|  epoch 92 |   1.5334   |   0.2077   |  1.3257 |   1.0000  |
|  epoch 93 |   1.5213   |   0.1987   |  1.3226 |   1.0000  |
|  epoch 94 |   1.5585   |   0.2048   |  1.3538 |   1.0000  |
|  epoch 95 |   1.5638   |   0.2001   |  1.3637 |   1.0000  |
|  epoch 96 |   1.5508   |   0.1975   |  1.3533 |   1.0000  |
|  epoch 97 |   1.5615   |   0.1940   |  1.3675 |   1.0000  |
|  epoch 98 |   1.5274   |   0.1938   |  1.3336 |   1.0000  |
|  epoch 99 |   1.5310   |   0.2047   |  1.3262 |   1.0000  |
| epoch 100 |   1.5250   |   0.2006   |  1.3244 |   1.0000  |
+-----------+------------+------------+---------+-----------+
